Education,Marital_Status,Income,Recency,wines,fruits,meat,fist,sweets,golds,DealsPurchases,onlinePurchases,CatalogPurchases,StorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,month_enroll,year_enroll,Generation,Age,Childrens,Compaigns_Engagement,Income_to_Spending_Ratio
Undergraduate,Alone,70647.0,65.0,561.0,79.5,171.0,25.0,81.0,114.0,2.0,4.0,7.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Gen X,58.0,1.0,0.0,65.47451343836886
PhD,Alone,52597.0,69.0,492.0,0.0,37.0,7.0,0.0,42.0,3.0,6.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Baby Boomers,63.0,1.0,0.0,90.99826989619378
Postgraduate,Partner,41021.0,12.0,14.0,7.0,9.0,6.0,16.0,12.0,2.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,Gen X,56.0,1.0,0.0,640.953125
PhD,Partner,40233.0,84.0,80.0,4.0,46.0,0.0,17.0,2.0,5.0,2.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Gen X,50.0,1.0,0.0,270.02013422818794
Undergraduate,Partner,50183.0,47.0,97.0,12.0,84.0,13.0,10.0,15.0,6.0,3.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,Gen X,45.0,2.0,0.0,217.24242424242425
Undergraduate,Partner,54753.0,87.0,197.0,79.5,227.0,7.0,59.0,126.5,3.0,5.0,2.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Baby Boomers,66.0,1.0,0.0,75.21016483516483
Undergraduate,Partner,92955.0,35.0,693.0,21.0,556.625,31.0,24.0,84.0,1.0,6.0,7.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Gen X,52.0,0.0,0.0,52.280652418447694
Undergraduate,Partner,33471.0,47.0,43.0,2.0,27.0,0.0,9.0,12.0,3.0,3.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Gen X,52.0,1.0,0.0,359.9032258064516
PhD,Partner,34596.0,48.0,14.0,0.0,2.0,0.0,0.0,7.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Gen X,51.0,1.0,0.0,969.270749587855
Undergraduate,Partner,44010.0,46.0,186.0,36.0,234.0,86.0,72.0,48.0,6.0,10.0,2.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Gen X,45.0,1.0,0.0,66.48036253776435
Undergraduate,Partner,84219.0,27.0,434.0,79.5,400.0,45.0,81.0,45.0,1.0,3.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Millennials,37.0,0.0,0.0,70.29966611018364
PhD,Partner,40706.0,37.0,59.0,0.0,11.0,4.0,2.0,5.0,4.0,3.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Gen X,57.0,2.5,0.0,502.5432098765432
Postgraduate,Partner,15716.0,8.0,16.0,5.0,30.0,8.0,7.0,26.0,3.0,3.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Millennials,37.0,1.0,0.0,170.82608695652175
Postgraduate,Alone,59052.0,29.0,230.0,35.0,75.0,63.0,57.0,31.0,3.0,7.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Baby Boomers,66.0,1.0,0.0,120.26883910386965
Postgraduate,Partner,80573.0,85.0,829.0,79.5,430.0,60.0,81.0,15.0,1.0,4.0,6.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Gen X,54.0,0.0,0.0,51.517263427109974
Undergraduate,Partner,83715.0,2.0,318.0,8.0,407.0,120.5,35.0,8.0,1.0,2.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Baby Boomers,63.0,0.0,0.0,90.4049676025918
Postgraduate,Partner,82576.0,66.0,1206.0,55.0,445.0,120.5,18.0,18.0,1.0,2.0,4.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Baby Boomers,66.0,0.0,0.0,43.23350785340314
Postgraduate,Partner,56962.0,60.0,292.0,3.0,77.0,10.0,3.0,26.0,6.0,6.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Gen X,60.0,2.5,0.0,138.59367396593674
Undergraduate,Partner,35704.0,54.0,30.0,9.0,12.0,2.0,11.0,30.0,3.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Baby Boomers,73.0,2.0,0.0,379.82978723404256
Undergraduate,Partner,53103.0,70.0,729.0,17.0,133.0,11.0,0.0,126.5,5.0,10.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Baby Boomers,71.0,1.0,0.0,48.94285714285714
Postgraduate,Alone,46779.0,55.0,12.0,1.0,3.0,0.0,0.0,7.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,Baby Boomers,65.0,2.0,0.0,969.270749587855
Undergraduate,Alone,4861.0,20.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,Gen X,60.0,0.0,0.0,810.1666666666666
Postgraduate,Alone,33462.0,78.0,22.0,3.0,18.0,0.0,0.0,11.0,1.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Gen X,46.0,1.0,0.0,619.6666666666666
Undergraduate,Alone,63693.0,63.0,587.0,43.0,337.0,42.0,81.0,54.0,3.0,11.0,6.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Gen X,47.0,1.0,0.0,55.385217391304344
Undergraduate,Partner,80763.0,17.0,674.0,79.5,108.0,120.5,42.0,126.5,1.0,5.0,10.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Baby Boomers,75.0,0.0,0.0,57.076325088339225
PhD,Partner,65352.0,43.0,284.0,3.0,84.0,4.0,7.0,23.0,2.0,4.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Gen X,51.0,1.0,0.0,161.36296296296297
PhD,Partner,82170.0,13.0,1023.0,79.5,556.625,49.0,55.0,37.0,1.0,5.0,6.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Gen X,47.0,0.0,0.0,43.06603773584906
Undergraduate,Partner,75759.0,46.0,1226.5,22.0,556.625,89.0,81.0,126.5,1.0,9.0,7.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Gen X,56.0,0.0,0.0,30.474255832662912
Postgraduate,Alone,79689.0,65.0,311.0,26.0,556.625,120.5,37.0,121.0,1.0,4.0,9.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Gen X,49.0,0.0,0.0,60.6
PhD,Alone,35340.0,1.0,27.0,0.0,12.0,0.0,1.0,5.0,2.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,Baby Boomers,69.0,2.0,0.0,785.3333333333334
Undergraduate,Alone,85683.0,6.0,1226.5,17.0,311.0,45.0,69.0,51.0,1.0,2.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Baby Boomers,71.0,0.0,0.0,47.894354387926214
Postgraduate,Partner,24884.0,32.0,3.0,6.0,7.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Gen X,53.0,1.0,0.0,969.270749587855
Postgraduate,Partner,42021.0,34.0,393.0,5.0,136.0,7.0,5.0,27.0,5.0,10.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Millennials,44.0,1.0,0.0,73.33507853403141
Undergraduate,Alone,64449.0,70.0,218.0,63.0,282.0,120.5,35.0,70.0,4.0,5.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Millennials,36.0,1.0,0.0,80.06086956521739
Undergraduate,Alone,64587.0,49.0,66.0,0.0,16.0,0.0,6.0,20.0,2.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,Baby Boomers,71.0,2.0,0.0,598.0277777777778
Undergraduate,Alone,34824.0,65.0,4.0,2.0,11.0,2.0,0.0,4.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Millennials,30.0,0.0,0.0,969.270749587855
Undergraduate,Partner,75437.0,25.0,795.0,0.0,545.0,95.0,58.0,0.0,1.0,8.0,4.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Gen X,47.0,0.0,0.0,50.527126590756865
Undergraduate,Partner,26091.0,84.0,15.0,10.0,19.0,8.0,17.0,20.0,3.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Baby Boomers,68.0,2.0,0.0,293.1573033707865
Undergraduate,Partner,52845.0,7.0,384.0,25.0,292.0,120.5,41.0,64.0,3.0,8.0,8.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Gen X,52.0,1.0,0.0,56.458333333333336
Undergraduate,Alone,46086.0,34.0,244.0,8.0,32.0,7.0,2.0,50.0,4.0,3.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Baby Boomers,69.0,1.0,0.0,134.3615160349854
PhD,Alone,78028.0,38.0,158.0,19.0,288.0,25.0,0.0,38.0,1.0,6.0,4.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Baby Boomers,69.0,1.0,0.0,147.78030303030303
PhD,Alone,95169.0,1.0,1226.5,21.0,449.0,106.0,20.0,20.0,1.0,4.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Millennials,38.0,0.0,0.0,50.06259863229879
Postgraduate,Partner,56337.0,25.0,349.0,16.0,144.0,28.0,5.0,126.5,5.0,8.0,5.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Millennials,44.0,2.0,0.0,77.81353591160222
Undergraduate,Partner,22434.0,25.0,4.0,12.0,11.0,3.0,13.0,15.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Millennials,38.0,1.0,0.0,386.7931034482759
PhD,Partner,36930.0,50.0,223.0,2.0,31.0,0.0,2.0,39.0,5.0,5.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Baby Boomers,71.0,1.0,0.0,124.34343434343434
Undergraduate,Alone,36130.0,46.0,157.0,43.0,127.0,68.0,56.0,37.0,6.0,3.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Baby Boomers,71.0,1.0,0.0,74.03688524590164
Postgraduate,Partner,65569.0,96.0,397.0,46.0,288.0,20.0,38.0,70.0,2.0,6.0,5.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Baby Boomers,72.0,1.0,0.0,76.33178114086147
Undergraduate,Partner,83844.0,57.0,901.0,31.0,345.0,75.0,31.0,126.5,1.0,4.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Baby Boomers,73.0,0.0,0.0,53.26810673443456
Undergraduate,Partner,19514.0,47.0,14.0,3.0,21.0,2.0,1.0,28.0,4.0,3.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Gen X,57.0,2.0,0.0,282.81159420289856
PhD,Alone,36736.0,52.0,10.0,0.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Baby Boomers,62.0,2.0,0.0,969.270749587855
Undergraduate,Partner,77568.0,30.0,1226.5,0.0,396.0,120.5,81.0,126.5,1.0,10.0,2.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Gen X,46.0,1.0,0.0,35.35460346399271
PhD,Partner,49187.0,63.0,81.0,1.0,31.0,2.0,1.0,0.0,1.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Gen X,49.0,1.0,0.0,424.0258620689655
Undergraduate,Alone,30168.0,51.0,154.0,20.0,66.0,0.0,12.0,27.0,6.0,6.0,1.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Gen X,47.0,1.0,0.0,108.12903225806451
Postgraduate,Partner,34053.0,14.0,63.0,0.0,21.0,7.0,0.0,12.0,1.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Gen X,57.0,1.0,0.0,330.6116504854369
Postgraduate,Partner,38196.0,20.0,30.0,0.0,11.0,0.0,0.0,3.0,3.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Gen X,54.0,2.0,0.0,868.0909090909091
Postgraduate,Partner,59412.0,56.0,90.0,67.0,165.0,30.0,43.0,11.0,1.0,4.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Baby Boomers,74.0,0.0,0.0,146.33497536945814
Postgraduate,Partner,70924.0,41.0,635.0,79.5,254.0,120.5,81.0,76.0,1.0,6.0,6.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Gen X,60.0,0.0,0.0,52.03521643433602
Undergraduate,Partner,54165.0,72.0,127.0,4.0,73.0,15.0,6.0,11.0,1.0,2.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Gen X,56.0,0.0,0.0,229.51271186440678
Undergraduate,Partner,32300.0,1.0,13.0,3.0,6.0,6.0,5.0,6.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Gen X,52.0,1.0,0.0,828.2051282051282
Undergraduate,Alone,20180.0,27.0,18.0,42.0,24.0,15.0,20.0,18.0,1.0,2.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Gen X,49.0,0.0,0.0,147.2992700729927
Undergraduate,Partner,34961.0,77.0,45.0,2.0,26.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,Gen X,52.0,1.0,0.0,442.54430379746833
PhD,Partner,28440.0,87.0,38.0,1.0,24.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,Gen X,51.0,1.0,0.0,451.42857142857144
PhD,Partner,64504.0,81.0,986.0,36.0,168.0,16.0,0.0,108.0,6.0,11.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Baby Boomers,72.0,2.5,0.0,49.08980213089802
Postgraduate,Partner,33564.0,51.0,61.0,0.0,3.0,0.0,0.0,7.0,1.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,Gen X,59.0,1.0,0.0,472.7323943661972
Undergraduate,Partner,17345.0,79.0,4.0,9.0,16.0,17.0,0.0,12.0,2.0,2.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Gen X,47.0,1.0,0.0,299.05172413793105
PhD,Partner,56320.0,11.0,201.0,53.0,172.0,116.0,77.0,83.0,3.0,5.0,4.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Gen X,58.0,1.0,0.0,80.22792022792022
Undergraduate,Alone,28647.0,54.0,19.0,8.0,29.0,0.0,12.0,26.0,1.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Gen X,47.0,1.0,0.0,304.75531914893617
Undergraduate,Alone,15038.0,93.0,4.0,8.0,11.0,19.0,12.0,26.0,2.0,2.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Millennials,38.0,1.0,0.0,187.975
PhD,Alone,32173.0,0.0,18.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Baby Boomers,67.0,1.0,0.0,969.270749587855
Postgraduate,Partner,68316.0,54.0,806.0,79.5,161.0,120.0,11.0,33.0,5.0,10.0,7.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Baby Boomers,61.0,1.0,0.0,56.41288191577209
Undergraduate,Partner,74538.0,21.0,380.0,79.5,556.625,110.0,81.0,28.0,1.0,8.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,Gen X,54.0,0.0,0.0,51.01848049281314
Undergraduate,Alone,91700.0,58.0,576.0,79.5,556.625,120.5,81.0,19.0,1.0,8.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Gen X,54.0,0.0,0.0,46.59552845528455
Undergraduate,Partner,68695.0,3.0,458.0,79.5,356.0,106.0,50.0,40.0,1.0,4.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,Gen X,56.0,0.0,0.0,62.965169569202565
Postgraduate,Partner,31056.0,99.0,5.0,10.0,13.0,3.0,8.0,16.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Gen X,48.0,1.0,0.0,564.6545454545454
Undergraduate,Partner,79593.0,70.0,350.0,60.0,556.625,110.0,81.0,126.5,1.0,5.0,6.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Gen X,52.0,0.0,0.0,58.26720351390922
Undergraduate,Alone,28071.0,65.0,39.0,33.0,130.0,41.0,26.0,44.0,2.0,5.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Gen X,45.0,0.0,0.0,89.68370607028754
PhD,Partner,37334.0,44.0,26.0,1.0,16.0,2.0,2.0,15.0,4.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Baby Boomers,67.0,2.0,0.0,602.1612903225806
Postgraduate,Alone,46423.0,6.0,68.0,0.0,16.0,0.0,0.0,8.0,3.0,2.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Gen X,53.0,2.0,0.0,504.5978260869565
PhD,Partner,37126.0,9.0,45.0,3.0,9.0,4.0,4.0,7.0,1.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Gen X,54.0,1.0,0.0,515.6388888888889
Undergraduate,Partner,47703.0,95.0,359.0,0.0,134.0,13.0,26.0,123.0,4.0,6.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Baby Boomers,72.0,1.0,0.0,72.82900763358779
Undergraduate,Partner,61180.0,70.0,403.0,24.0,29.0,6.0,24.0,126.5,2.0,5.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Baby Boomers,66.0,1.0,0.0,86.9034090909091
Undergraduate,Partner,38998.0,92.0,34.0,1.0,14.0,0.0,0.0,5.0,3.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Baby Boomers,71.0,2.0,0.0,722.1851851851852
Undergraduate,Alone,8028.0,62.0,73.0,18.0,66.0,7.0,12.0,2.0,6.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Millennials,34.0,0.0,0.0,45.10112359550562
Undergraduate,Partner,76081.0,85.0,292.0,30.0,415.0,63.0,33.0,126.5,1.0,4.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Baby Boomers,63.0,0.0,0.0,73.65053242981607
Undergraduate,Partner,34728.0,2.0,14.0,0.0,16.0,0.0,0.0,6.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,Millennials,39.0,1.0,0.0,964.6666666666666
Postgraduate,Alone,33168.0,0.0,80.0,1.0,37.0,0.0,1.0,3.0,3.0,2.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Gen X,60.0,1.0,0.0,271.8688524590164
Postgraduate,Partner,33585.0,91.0,30.0,11.0,33.0,13.0,6.0,29.0,1.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Gen X,59.0,1.0,0.0,275.28688524590166
PhD,Partner,77037.0,3.0,463.0,79.5,333.0,120.5,53.0,10.0,1.0,7.0,7.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Baby Boomers,65.0,1.0,0.0,68.59928762243989
Undergraduate,Partner,35196.0,68.0,75.0,12.0,141.0,43.0,39.0,126.5,6.0,6.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Millennials,41.0,1.0,0.0,70.8169014084507
Undergraduate,Partner,44529.0,98.0,538.0,13.0,91.0,17.0,6.0,26.0,6.0,6.0,2.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,Gen X,59.0,1.0,0.0,64.44138929088278
Postgraduate,Partner,70924.0,41.0,635.0,79.5,254.0,120.5,81.0,76.0,1.0,6.0,6.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Gen X,60.0,0.0,0.0,52.03521643433602
PhD,Partner,28764.0,16.0,8.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,Gen X,59.0,2.0,0.0,969.270749587855
PhD,Partner,69098.0,82.0,1226.5,22.0,556.625,120.5,0.0,126.5,1.0,7.0,8.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Baby Boomers,76.0,0.0,0.0,28.318852459016394
Postgraduate,Alone,25959.0,1.0,4.0,2.0,12.0,7.0,5.0,26.0,2.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Gen X,55.0,2.0,0.0,463.55357142857144
Postgraduate,Partner,27100.0,64.0,12.0,0.0,13.0,2.0,0.0,10.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Millennials,42.0,1.0,0.0,732.4324324324324
Undergraduate,Alone,70596.0,68.0,347.0,44.0,534.0,17.0,0.0,26.0,1.0,3.0,5.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Millennials,40.0,0.0,0.0,72.9297520661157
Undergraduate,Partner,42557.0,98.0,192.0,5.0,53.0,0.0,5.0,15.0,4.0,6.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Gen X,51.0,1.0,0.0,157.61851851851853
PhD,Partner,53312.0,32.0,241.0,0.0,12.0,0.0,0.0,25.0,1.0,5.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Baby Boomers,74.0,0.0,0.0,191.76978417266187
Undergraduate,Alone,72228.0,87.0,631.0,28.0,491.0,30.0,14.0,56.0,1.0,6.0,7.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Baby Boomers,73.0,0.0,0.0,57.7824
Undergraduate,Partner,67605.0,84.0,336.0,28.0,282.0,120.5,54.0,54.0,1.0,2.0,8.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Millennials,38.0,0.0,0.0,72.07356076759062
Postgraduate,Partner,62845.0,3.0,1099.0,0.0,45.0,0.0,0.0,34.0,6.0,3.0,4.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Baby Boomers,76.0,2.0,0.0,53.34889643463497
Undergraduate,Partner,65196.0,34.0,743.0,19.0,181.0,12.0,0.0,126.5,2.0,7.0,6.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,Baby Boomers,67.0,2.0,0.0,56.44675324675325
