Education,Marital_Status,Income,Recency,wines,fruits,meat,fist,sweets,golds,DealsPurchases,onlinePurchases,CatalogPurchases,StorePurchases,NumWebVisitsMonth,month_enroll,Generation,Age,Childrens,Compaigns_Engagement,Income_to_Spending_Ratio,Cluster,Cluster_Category
Undergraduate,Alone,22304.0,91,3,2,7,0,4,2,1,1,0,2,8,8,Baby Boomers,69,0,0,969.270749587855,1,Low Spender
Undergraduate,Partner,67023.0,93,444,44,382,11,8,17,1,3,7,13,2,3,Gen X,47,0,0,73.97682119205298,2,High Spender
PhD,Partner,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,5,Gen X,54,1,0,715.0434782608696,1,Low Spender
Undergraduate,Partner,70713.0,23,736,114,279,82,76,190,6,5,6,8,3,12,Gen X,59,1,0,47.87610020311442,2,High Spender
Undergraduate,Partner,59925.0,83,473,21,176,19,21,56,3,9,2,9,6,11,Baby Boomers,70,1,0,78.23107049608355,0,Moderate Spender
Undergraduate,Partner,39722.0,92,32,0,5,2,0,8,2,2,0,3,5,2,Baby Boomers,72,1,0,845.1489361702128,1,Low Spender
Undergraduate,Partner,46610.0,4,288,10,30,4,10,125,1,6,1,6,6,7,Baby Boomers,67,0,0,99.80728051391864,0,Moderate Spender
Undergraduate,Partner,88347.0,32,1050,178,555,77,138,118,1,4,7,9,1,7,Baby Boomers,64,0,1,41.75189035916824,2,High Spender
PhD,Partner,87171.0,27,1001,44,107,58,44,44,1,6,7,11,2,5,Millennials,44,0,2,67.15793528505392,2,High Spender
Postgraduate,Partner,26907.0,10,9,1,7,0,3,2,2,1,0,3,7,8,Gen X,49,2,0,969.270749587855,1,Low Spender
Postgraduate,Alone,50014.0,9,234,14,77,19,10,42,2,4,1,8,5,1,Gen X,57,1,0,126.2979797979798,0,Moderate Spender
PhD,Partner,41014.0,65,7,2,6,2,0,3,1,1,0,2,7,4,Gen X,47,1,0,969.270749587855,0,Moderate Spender
Undergraduate,Alone,66294.0,68,251,108,334,65,92,117,1,4,3,5,2,3,Gen X,60,0,0,68.55635987590486,2,High Spender
Undergraduate,Partner,36715.0,16,172,10,125,21,13,16,6,7,2,4,9,11,Gen X,54,1,0,102.84313725490196,1,Low Spender
Undergraduate,Partner,79456.0,12,565,42,548,64,83,99,1,5,6,4,3,8,Baby Boomers,69,0,0,56.71377587437544,2,High Spender
Undergraduate,Partner,40479.0,95,5,0,8,2,0,0,1,0,0,3,4,8,Millennials,43,1,0,969.270749587855,0,Moderate Spender
Postgraduate,Alone,75345.0,16,918,57,842,99,38,133,1,5,8,6,3,2,Gen X,55,0,1,36.10206037374221,2,High Spender
Undergraduate,Partner,54233.0,46,652,8,158,21,0,142,4,11,6,5,8,2,Gen X,48,1,0,55.28338430173292,0,Moderate Spender
Undergraduate,Alone,24163.0,3,4,1,7,2,1,2,2,1,0,3,4,10,Gen X,55,2,0,969.270749587855,1,Low Spender
PhD,Partner,84460.0,80,152,27,103,106,54,81,0,9,9,4,5,1,Baby Boomers,67,0,4,161.49139579349904,2,High Spender
Undergraduate,Partner,43776.0,77,8,0,9,2,1,3,1,1,0,2,6,5,Millennials,42,1,0,969.270749587855,0,Moderate Spender
PhD,Alone,71691.0,0,336,130,411,240,32,43,1,4,7,5,2,3,Baby Boomers,67,0,0,60.14345637583892,2,High Spender
PhD,Partner,85844.0,62,938,19,843,25,95,38,1,6,6,7,2,5,Gen X,52,0,1,43.842696629213485,2,High Spender
PhD,Alone,39190.0,91,68,8,18,19,8,12,2,2,1,4,5,4,Gen X,51,1,0,294.6616541353383,1,Low Spender
Undergraduate,Partner,71367.0,24,227,23,389,42,21,75,1,4,5,7,2,8,Baby Boomers,66,0,0,91.84942084942084,2,High Spender
PhD,Alone,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,6,Gen X,53,2,0,528.4657534246576,1,Low Spender
PhD,Partner,57236.0,22,105,0,9,2,1,4,3,2,1,4,3,3,Gen X,60,2,0,473.02479338842977,0,Moderate Spender
Undergraduate,Alone,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,8,Gen X,46,1,0,145.81367924528303,0,Moderate Spender
Undergraduate,Alone,79803.0,54,574,8,216,21,16,33,1,4,3,5,1,6,Baby Boomers,67,1,0,91.9389400921659,2,High Spender
Postgraduate,Alone,80910.0,71,160,80,369,67,39,41,1,3,3,8,1,10,Millennials,39,0,0,107.02380952380952,2,High Spender
Postgraduate,Partner,27590.0,38,6,0,5,0,0,1,1,1,0,2,7,4,Millennials,43,1,0,969.270749587855,1,Low Spender
Undergraduate,Partner,56775.0,62,614,35,160,58,35,35,2,5,8,10,5,1,Gen X,46,1,0,60.5923159018143,0,Moderate Spender
Undergraduate,Alone,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,10,Gen X,50,0,3,45.02094522019334,2,High Spender
Postgraduate,Partner,54210.0,18,70,54,109,80,9,45,2,4,1,7,5,5,Gen X,46,1,0,147.71117166212534,0,Moderate Spender
Undergraduate,Partner,38508.0,95,120,19,206,25,19,54,6,7,2,5,8,8,Millennials,39,1,0,86.9255079006772,1,Low Spender
Undergraduate,Partner,53187.0,66,211,2,30,7,7,10,2,4,1,6,5,10,Gen X,55,1,0,199.2022471910112,0,Moderate Spender
Undergraduate,Partner,30023.0,28,11,0,16,7,6,21,1,2,0,3,8,3,Gen X,53,1,0,492.1803278688525,1,Low Spender
PhD,Alone,76045.0,78,760,53,400,17,93,0,1,4,5,11,2,11,Baby Boomers,65,0,1,57.479213907785336,2,High Spender
PhD,Partner,50870.0,13,53,0,8,0,0,2,1,2,0,3,5,6,Baby Boomers,73,1,0,807.4603174603175,0,Moderate Spender
Postgraduate,Partner,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,8,Gen X,55,0,0,239.296875,1,Low Spender
Postgraduate,Partner,65463.0,17,391,32,70,21,32,16,2,6,2,9,5,1,Gen X,51,1,1,116.48220640569394,2,High Spender
Undergraduate,Partner,66480.0,71,199,9,57,20,21,6,7,4,1,7,4,5,Gen X,60,2,0,213.07692307692307,2,High Spender
Undergraduate,Alone,76773.0,79,516,56,449,86,33,16,1,2,2,11,1,2,Baby Boomers,71,0,0,66.41262975778547,2,High Spender
Postgraduate,Alone,81698.0,1,709,45,115,30,160,45,1,8,2,5,5,3,Millennials,42,0,1,74.0018115942029,2,High Spender
PhD,Alone,54466.0,78,12,0,4,0,0,0,1,1,0,2,5,2,Gen X,52,2,0,969.270749587855,0,Moderate Spender
Postgraduate,Alone,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,2,Baby Boomers,65,0,1,49.19173306772908,2,High Spender
PhD,Alone,16269.0,75,19,3,18,3,1,0,3,3,0,3,8,8,Millennials,41,1,0,369.75,1,Low Spender
Undergraduate,Partner,71819.0,70,1224,28,140,0,14,168,3,3,3,5,6,8,Gen X,54,1,2,45.62833545108005,2,High Spender
PhD,Partner,33569.0,10,16,2,18,3,0,24,1,1,1,2,8,10,Millennials,42,1,1,532.8412698412699,1,Low Spender
Postgraduate,Partner,36262.0,24,88,39,54,64,28,153,1,3,5,3,6,9,Millennials,42,0,1,85.12206572769954,1,Low Spender
Undergraduate,Partner,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,1,Gen X,59,0,0,235.77083333333331,1,Low Spender
Postgraduate,Partner,47025.0,98,508,11,59,23,5,29,5,11,1,6,9,9,Gen X,47,1,0,74.05511811023622,0,Moderate Spender
Undergraduate,Alone,70566.0,4,381,28,215,84,28,21,2,6,5,9,3,10,Gen X,57,1,0,93.21796565389695,2,High Spender
PhD,Partner,31605.0,15,74,0,42,2,1,6,2,2,1,4,7,11,Gen X,46,1,0,252.84,1,Low Spender
Postgraduate,Alone,52034.0,67,146,0,93,7,13,73,5,4,2,5,7,5,Gen X,52,2,0,156.7289156626506,0,Moderate Spender
Undergraduate,Alone,48526.0,32,23,17,23,43,20,9,1,2,1,4,3,12,Gen X,46,1,0,359.45185185185187,0,Moderate Spender
Undergraduate,Partner,46734.0,40,110,5,137,26,23,29,2,6,1,5,7,11,Baby Boomers,71,1,0,141.61818181818182,0,Moderate Spender
Undergraduate,Alone,39552.0,54,165,3,147,4,24,41,7,6,2,5,8,12,Baby Boomers,63,2,0,103.0,1,Low Spender
Undergraduate,Alone,86358.0,78,957,47,494,82,47,95,4,5,3,6,8,8,Gen X,59,2,0,50.149825783972126,2,High Spender
Undergraduate,Partner,46931.0,94,41,0,17,3,1,16,2,1,1,3,3,4,Gen X,48,3,0,601.6794871794872,0,Moderate Spender
Undergraduate,Alone,16581.0,51,1,3,4,2,3,11,1,0,0,3,4,1,Millennials,40,0,0,690.875,1,Low Spender
Postgraduate,Alone,63998.0,42,176,29,818,0,33,112,1,7,6,11,4,12,Baby Boomers,73,0,0,54.792808219178085,0,Moderate Spender
Postgraduate,Partner,67381.0,67,815,8,53,11,0,70,4,2,2,9,7,1,Baby Boomers,74,1,1,70.4085684430512,2,High Spender
Undergraduate,Alone,25930.0,87,6,1,2,2,0,4,1,1,0,2,7,10,Gen X,58,2,0,969.270749587855,1,Low Spender
Undergraduate,Partner,42693.0,29,8,4,20,6,3,16,1,1,0,3,5,6,Gen X,47,1,0,749.0,0,Moderate Spender
Undergraduate,Partner,85606.0,89,717,42,864,219,30,84,2,6,7,9,3,11,Gen X,49,1,1,43.76584867075665,2,High Spender
Undergraduate,Alone,72903.0,74,1067,138,750,0,19,39,1,7,5,8,4,10,Millennials,40,0,3,36.216095380029806,2,High Spender
Postgraduate,Partner,49669.0,97,166,5,107,11,8,29,2,5,1,6,6,5,Gen X,51,1,0,152.35889570552146,0,Moderate Spender
PhD,Partner,36778.0,63,29,4,34,2,4,4,3,3,0,3,9,8,Gen X,57,2,0,477.6363636363636,1,Low Spender
PhD,Alone,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,5,Baby Boomers,63,0,0,65.26732673267327,2,High Spender
Postgraduate,Alone,10979.0,34,8,4,10,2,2,4,2,3,0,3,5,5,Millennials,36,0,0,365.9666666666666,1,Low Spender
Undergraduate,Partner,49678.0,81,229,5,56,3,2,20,2,6,2,4,7,2,Baby Boomers,64,1,0,157.7079365079365,0,Moderate Spender
Postgraduate,Partner,56129.0,65,320,48,133,39,72,48,4,6,2,10,4,6,Baby Boomers,72,1,0,85.0439393939394,0,Moderate Spender
Undergraduate,Partner,37155.0,51,23,0,26,7,15,3,1,2,0,4,5,1,Millennials,36,1,0,502.0945945945946,1,Low Spender
Postgraduate,Alone,21282.0,76,1,5,8,4,8,20,2,2,1,2,6,5,Gen X,47,1,0,462.6521739130435,1,Low Spender
PhD,Alone,33419.0,76,56,0,12,0,0,18,2,2,0,4,7,8,Baby Boomers,63,1,0,388.59302325581393,1,Low Spender
Undergraduate,Alone,63285.0,84,508,124,249,50,38,134,1,6,5,13,3,11,Silent Generation,80,0,0,57.37533998186763,0,Moderate Spender
Postgraduate,Partner,21255.0,56,29,0,25,2,2,3,4,2,1,4,4,1,Gen X,51,1,0,348.44262295081967,1,Low Spender
Undergraduate,Partner,42162.0,31,46,7,59,2,4,27,2,3,1,3,6,11,Millennials,44,1,1,290.77241379310345,0,Moderate Spender
Undergraduate,Partner,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,9,Baby Boomers,69,2,0,79.60526315789474,0,Moderate Spender
PhD,Partner,57744.0,91,350,3,39,0,0,19,2,9,1,4,8,11,Baby Boomers,71,1,0,140.4963503649635,0,Moderate Spender
Undergraduate,Alone,26576.0,40,10,0,8,0,0,9,1,1,0,2,9,10,Millennials,39,1,1,969.270749587855,1,Low Spender
PhD,Alone,57513.0,59,735,40,183,52,20,30,2,9,3,13,6,7,Silent Generation,82,0,0,54.25754716981132,0,Moderate Spender
Undergraduate,Partner,68142.0,96,897,126,196,91,112,37,3,10,4,7,6,8,Baby Boomers,61,1,0,46.70459218642906,2,High Spender
Undergraduate,Partner,7500.0,61,5,2,3,3,0,5,1,1,0,2,8,8,Gen X,46,1,0,416.6666666666667,1,Low Spender
Undergraduate,Partner,83145.0,14,777,35,731,39,137,114,1,5,9,11,2,9,Gen X,51,0,1,45.36006546644845,2,High Spender
Postgraduate,Partner,54197.0,16,162,6,37,6,13,13,2,1,3,6,1,4,Baby Boomers,65,1,0,228.6793248945148,0,Moderate Spender
PhD,Alone,23091.0,98,35,0,11,0,0,2,4,2,1,3,7,5,Baby Boomers,62,2,0,481.0625,1,Low Spender
Undergraduate,Partner,46049.0,11,342,9,112,19,14,19,10,5,2,9,7,7,Gen X,49,2,0,89.41553398058252,0,Moderate Spender
Undergraduate,Partner,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,12,Gen X,51,0,0,55.60294117647059,0,Moderate Spender
Undergraduate,Partner,79410.0,19,658,80,483,123,13,13,1,3,2,5,1,5,Baby Boomers,64,0,0,57.96350364963504,2,High Spender
Undergraduate,Partner,57304.0,61,356,80,329,138,17,106,2,7,6,10,5,3,Baby Boomers,74,1,0,55.851851851851855,0,Moderate Spender
Undergraduate,Partner,44375.0,73,213,5,28,7,7,41,1,4,1,6,5,3,Gen X,60,1,0,147.4252491694352,0,Moderate Spender
Undergraduate,Partner,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,9,Baby Boomers,69,2,0,79.60526315789474,0,Moderate Spender
Undergraduate,Partner,59594.0,74,457,4,29,0,0,9,1,8,1,7,7,10,Gen X,60,1,1,119.42685370741484,0,Moderate Spender
Undergraduate,Partner,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,8,Millennials,31,0,0,80.36354581673307,2,High Spender
PhD,Partner,40344.0,48,210,0,6,0,0,2,2,4,1,5,7,10,Gen X,51,1,0,185.06422018348624,0,Moderate Spender
Undergraduate,Partner,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,5,Gen X,53,1,0,103.48184818481847,0,Moderate Spender
Postgraduate,Partner,48985.0,13,19,13,18,10,7,8,1,1,1,3,3,7,Gen X,57,1,0,653.1333333333333,0,Moderate Spender
Undergraduate,Partner,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,8,Gen X,57,3,0,333.22641509433964,1,Low Spender
Undergraduate,Partner,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,5,Baby Boomers,77,0,0,77.92121212121212,2,High Spender
Undergraduate,Alone,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,1,Gen X,56,0,0,74.43664539653601,2,High Spender
Undergraduate,Partner,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,2,Millennials,29,0,1,901.3125,1,Low Spender
Postgraduate,Partner,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,3,Gen X,51,0,0,592.0588235294117,1,Low Spender
PhD,Partner,74214.0,3,863,83,547,86,99,33,1,8,2,5,5,8,Millennials,35,0,0,43.37463471654004,2,High Spender
Postgraduate,Partner,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,1,Baby Boomers,68,2,1,152.34246575342465,2,High Spender
Undergraduate,Partner,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,1,Gen X,46,1,0,316.32,1,Low Spender
Postgraduate,Partner,47353.0,93,184,2,19,8,8,4,3,2,2,6,5,11,Baby Boomers,65,1,0,210.45777777777775,0,Moderate Spender
Postgraduate,Partner,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,11,Baby Boomers,73,2,0,969.270749587855,1,Low Spender
Undergraduate,Partner,54386.0,8,277,21,64,62,21,25,2,3,2,10,3,5,Millennials,44,1,0,115.71489361702127,0,Moderate Spender
Undergraduate,Alone,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,4,Millennials,44,2,0,313.2967032967033,1,Low Spender
Postgraduate,Alone,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,2,Millennials,34,0,1,35.896237623762374,2,High Spender
Undergraduate,Partner,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,1,Baby Boomers,75,1,0,95.37698412698413,0,Moderate Spender
Undergraduate,Partner,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,1,Baby Boomers,68,1,0,183.5744680851064,0,Moderate Spender
PhD,Alone,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,1,Baby Boomers,64,1,1,44.609577922077925,0,Moderate Spender
Undergraduate,Alone,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,5,Baby Boomers,67,2,0,171.0909090909091,1,Low Spender
Undergraduate,Alone,26954.0,17,4,1,11,0,0,1,1,1,0,2,7,5,Gen X,54,1,0,969.270749587855,1,Low Spender
Undergraduate,Alone,22327.0,94,5,4,8,2,0,5,1,1,0,3,5,8,Millennials,40,1,0,930.2916666666666,1,Low Spender
Undergraduate,Partner,44393.0,86,24,2,20,2,2,10,2,1,0,4,4,8,Gen X,60,2,0,739.8833333333333,0,Moderate Spender
PhD,Alone,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,8,Baby Boomers,73,1,1,60.78431372549019,0,Moderate Spender
PhD,Partner,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,12,Baby Boomers,63,1,0,203.20645161290324,1,Low Spender
Postgraduate,Partner,45894.0,15,27,2,7,0,2,13,1,1,0,3,5,2,Gen X,51,2,0,899.8823529411765,0,Moderate Spender
Postgraduate,Alone,78579.0,35,816,66,549,216,66,99,1,5,6,4,3,12,Gen X,55,0,0,43.365894039735096,2,High Spender
Postgraduate,Alone,67369.0,81,1298,0,70,37,14,42,4,7,4,10,4,11,Gen X,56,1,2,46.11156741957564,2,High Spender
Undergraduate,Alone,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,4,Baby Boomers,65,1,0,608.34375,0,Moderate Spender
Undergraduate,Alone,62307.0,94,87,13,34,10,6,10,1,4,0,4,5,2,Baby Boomers,73,1,0,389.41875,0,Moderate Spender
Postgraduate,Partner,43641.0,50,57,2,51,4,2,23,3,2,1,4,6,4,Gen X,56,2,0,313.9640287769784,0,Moderate Spender
Postgraduate,Alone,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,4,Gen X,57,1,0,70.30947136563877,0,Moderate Spender
Postgraduate,Partner,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,9,Gen X,60,1,0,256.23497267759564,0,Moderate Spender
Postgraduate,Partner,70091.0,11,964,34,137,15,0,11,2,5,2,10,8,3,Gen X,56,1,1,60.37123169681309,2,High Spender
PhD,Partner,78075.0,72,572,8,259,34,35,80,1,3,5,5,1,4,Gen X,53,0,0,79.02327935222672,2,High Spender
Postgraduate,Alone,59184.0,6,341,142,113,259,151,66,3,6,6,12,5,9,Baby Boomers,64,1,0,55.208955223880594,0,Moderate Spender
Undergraduate,Partner,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,9,Gen X,48,2,0,314.9942528735632,0,Moderate Spender
Undergraduate,Partner,58113.0,66,221,104,169,102,78,84,3,9,2,8,7,1,Baby Boomers,66,1,0,76.66622691292876,0,Moderate Spender
Postgraduate,Partner,51412.0,42,140,3,29,4,5,14,2,3,2,4,4,12,Baby Boomers,67,1,0,263.65128205128207,0,Moderate Spender
Undergraduate,Alone,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,10,Gen X,46,1,1,493.1290322580645,1,Low Spender
Postgraduate,Partner,66636.0,64,291,10,689,84,10,0,1,3,4,9,1,8,Baby Boomers,68,0,0,61.47232472324723,2,High Spender
Postgraduate,Partner,50965.0,87,544,13,85,8,6,29,3,10,4,5,8,2,Baby Boomers,69,1,1,74.4014598540146,0,Moderate Spender
PhD,Partner,84618.0,96,684,100,801,21,66,0,1,6,9,10,2,11,Gen X,60,0,1,50.60885167464115,2,High Spender
Undergraduate,Partner,18351.0,1,1,12,9,0,14,7,1,2,0,3,7,10,Millennials,35,0,0,426.7674418604651,1,Low Spender
PhD,Partner,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,2,Baby Boomers,68,2,1,825.530612244898,0,Moderate Spender
Undergraduate,Partner,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,5,Gen X,60,1,0,273.0601503759398,1,Low Spender
Undergraduate,Partner,42213.0,96,309,3,24,4,3,20,2,5,1,7,7,10,Baby Boomers,68,1,1,116.2892561983471,0,Moderate Spender
Undergraduate,Partner,65748.0,58,172,73,93,95,78,34,2,2,4,10,1,4,Baby Boomers,70,1,0,120.63853211009176,2,High Spender
Undergraduate,Partner,77044.0,12,625,38,242,50,34,76,2,7,11,11,4,10,Gen X,53,1,1,72.34178403755868,2,High Spender
Undergraduate,Partner,74918.0,78,972,59,913,25,19,59,1,5,9,6,3,3,Gen X,56,0,1,36.59892525647289,2,High Spender
Undergraduate,Partner,56721.0,64,157,6,39,6,13,75,5,4,1,5,6,10,Gen X,53,2,0,191.625,0,Moderate Spender
Undergraduate,Alone,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,6,Gen X,50,2,0,301.1428571428572,0,Moderate Spender
Undergraduate,Alone,61559.0,8,279,83,88,32,14,34,1,4,2,10,3,7,Gen X,60,1,0,116.1490566037736,0,Moderate Spender
PhD,Partner,33629.0,49,132,0,16,0,0,4,5,3,1,4,9,8,Baby Boomers,62,2,0,221.2434210526316,1,Low Spender
PhD,Partner,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,10,Millennials,34,0,0,42.97997496871089,2,High Spender
Undergraduate,Alone,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,1,Baby Boomers,62,1,0,301.55263157894734,1,Low Spender
Undergraduate,Alone,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,8,Millennials,39,1,0,88.51485148514851,1,Low Spender
Undergraduate,Partner,26228.0,50,2,6,4,3,1,9,1,1,0,2,8,9,Gen X,52,1,0,969.270749587855,1,Low Spender
Postgraduate,Alone,77297.0,84,408,61,109,48,122,41,1,5,7,9,4,1,Baby Boomers,68,0,1,97.96831432192648,2,High Spender
Undergraduate,Partner,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,7,Millennials,44,2,1,462.1954022988506,0,Moderate Spender
PhD,Alone,33438.0,81,62,1,16,3,2,6,4,2,1,4,5,9,Baby Boomers,67,2,0,371.53333333333336,1,Low Spender
PhD,Partner,75032.0,74,952,12,180,47,12,12,2,5,4,9,3,4,Baby Boomers,66,1,0,61.75473251028807,2,High Spender
PhD,Alone,61284.0,76,618,15,106,20,7,45,1,11,2,8,6,10,Baby Boomers,70,0,1,75.5659679408138,0,Moderate Spender
Undergraduate,Partner,22518.0,36,11,7,12,2,2,27,2,2,1,2,5,10,Millennials,39,1,1,369.1475409836066,1,Low Spender
Postgraduate,Partner,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,8,Gen X,50,1,0,135.1358024691358,0,Moderate Spender
Postgraduate,Partner,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,3,Baby Boomers,70,2,0,534.0555555555555,1,Low Spender
Undergraduate,Alone,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,2,Gen X,54,2,0,235.031746031746,0,Moderate Spender
PhD,Partner,38197.0,86,23,0,11,2,1,3,1,1,0,3,5,6,Millennials,39,1,0,954.925,1,Low Spender
Undergraduate,Alone,41986.0,15,27,5,8,8,3,12,3,3,0,4,4,2,Gen X,47,1,0,666.4444444444445,0,Moderate Spender
Undergraduate,Partner,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,3,Millennials,42,1,0,546.6730769230769,1,Low Spender
PhD,Partner,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,5,Gen X,49,1,0,958.8461538461538,1,Low Spender
Undergraduate,Partner,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,5,Gen X,54,1,0,80.4,2,High Spender
Postgraduate,Partner,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,4,Baby Boomers,69,1,0,424.9923076923077,0,Moderate Spender
Undergraduate,Partner,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,10,Gen X,53,0,3,52.05763335377069,2,High Spender
Undergraduate,Partner,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,7,Millennials,36,1,0,843.8529411764706,1,Low Spender
Undergraduate,Alone,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,11,Baby Boomers,73,2,0,290.875,0,Moderate Spender
Undergraduate,Alone,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,1,Millennials,41,1,0,969.270749587855,1,Low Spender
PhD,Partner,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,10,Gen X,58,3,0,831.8591549295775,0,Moderate Spender
Undergraduate,Alone,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,5,Baby Boomers,63,1,1,85.23248053392659,2,High Spender
Postgraduate,Partner,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,4,Baby Boomers,78,0,0,92.82700421940928,2,High Spender
PhD,Partner,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,8,Gen X,47,1,0,78.86894586894587,1,Low Spender
Undergraduate,Alone,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,5,Gen X,54,0,0,216.25,1,Low Spender
Undergraduate,Alone,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,12,Millennials,33,1,0,63.02521008403362,1,Low Spender
Undergraduate,Partner,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,4,Gen X,57,2,0,969.270749587855,0,Moderate Spender
PhD,Partner,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,3,Gen X,52,1,0,969.270749587855,1,Low Spender
Undergraduate,Partner,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,5,Gen X,50,1,1,66.91264131551901,2,High Spender
PhD,Partner,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,8,Gen X,60,0,2,45.552734375,2,High Spender
Undergraduate,Partner,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,7,Baby Boomers,73,2,1,67.97681451612904,2,High Spender
PhD,Partner,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,2,Gen X,58,1,1,50.86069326357096,2,High Spender
Undergraduate,Partner,74716.0,92,133,27,421,13,195,71,2,7,3,5,4,9,Gen X,53,1,0,86.87906976744186,2,High Spender
Undergraduate,Alone,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,10,Baby Boomers,62,1,0,73.40301724137932,2,High Spender
PhD,Partner,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,7,Gen X,55,2,0,131.95693779904306,0,Moderate Spender
Postgraduate,Partner,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,8,Baby Boomers,70,1,0,107.27768313458262,0,Moderate Spender
Undergraduate,Partner,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,5,Gen X,50,1,0,115.74102964118563,2,High Spender
Undergraduate,Partner,39356.0,21,15,0,2,0,0,6,1,1,0,2,6,3,Gen X,49,2,1,969.270749587855,1,Low Spender
Undergraduate,Partner,76653.0,91,736,63,946,219,189,126,1,4,7,11,2,8,Gen X,56,0,2,33.63448881088197,2,High Spender
PhD,Alone,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,5,Gen X,52,2,1,731.8367346938776,1,Low Spender
PhD,Alone,90687.0,98,982,17,672,23,34,51,1,6,2,8,2,5,Millennials,42,0,1,50.97639123102867,2,High Spender
Postgraduate,Partner,73450.0,85,1142,51,415,90,69,37,1,7,8,11,3,12,Millennials,43,0,2,40.71507760532151,2,High Spender
Undergraduate,Partner,31454.0,40,28,0,11,0,0,9,3,2,0,3,8,7,Baby Boomers,65,2,0,655.2916666666666,1,Low Spender
Undergraduate,Alone,47139.0,2,46,0,12,0,2,23,2,2,1,2,7,3,Baby Boomers,73,2,0,567.9397590361446,0,Moderate Spender
Undergraduate,Alone,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,10,Gen X,50,0,3,45.02094522019334,2,High Spender
PhD,Partner,53378.0,41,489,6,152,8,6,132,10,9,4,6,8,9,Baby Boomers,62,2,0,67.31147540983606,0,Moderate Spender
