Education,Marital_Status,Income,Recency,Deals,online,Catalog,Store,NumWebVisitsMonth,month_enroll,Generation,Age,Childrens,Compaigns_Engagement,Income_to_Spending_Ratio,Cluster
PhD,Partner,0.24138712055910483,10,1,1,1,2,8,10,Millennials,42,1,1,532.8412698412699,0
Postgraduate,Partner,0.2593641877356739,24,1,3,5,3,6,9,Millennials,42,0,1,85.12206572769954,0
Undergraduate,Partner,0.16487700983823672,47,1,2,1,2,8,1,Gen X,59,0,0,235.77083333333331,0
Postgraduate,Partner,0.3281495209968571,98,5,11,1,6,9,9,Gen X,47,1,0,74.05511811023622,1
Undergraduate,Alone,0.46389527998596425,4,2,6,5,9,3,10,Gen X,57,1,0,93.21796565389695,2
PhD,Partner,0.22806963804772798,15,2,2,1,4,7,11,Gen X,46,1,0,252.84,0
Postgraduate,Alone,0.3586165411681737,67,5,4,2,5,7,5,Gen X,52,2,0,156.7289156626506,1
Undergraduate,Alone,0.3373770833059372,32,1,2,1,4,3,12,Gen X,46,1,0,359.45185185185187,1
Undergraduate,Partner,0.3263506702923403,40,2,6,1,5,7,11,Baby Boomers,71,1,0,141.61818181818182,1
Undergraduate,Alone,0.2808967855671304,54,7,6,2,5,8,12,Baby Boomers,63,2,0,103.0,1
Undergraduate,Alone,0.5456153896406705,78,4,5,3,6,8,8,Gen X,59,2,0,50.149825783972126,2
Undergraduate,Partner,0.32756880268142413,94,2,1,1,3,3,4,Gen X,48,3,0,601.6794871794872,1
Undergraduate,Alone,0.11986502487637142,51,1,0,0,3,4,1,Millennials,40,0,0,690.875,0
Postgraduate,Alone,0.4278376335128065,42,1,7,6,11,4,12,Baby Boomers,73,0,0,54.792808219178085,2
Postgraduate,Partner,0.44657226053847243,67,4,2,2,9,7,1,Baby Boomers,74,1,1,70.4085684430512,2
Undergraduate,Alone,0.1885609565026198,87,1,1,0,2,7,10,Gen X,58,2,0,1728.6666666666667,0
Undergraduate,Partner,0.3010304032972811,29,1,1,0,3,5,6,Gen X,47,1,0,749.0,1
Undergraduate,Partner,0.5418717170210813,89,2,6,7,9,3,11,Gen X,49,1,1,43.76584867075665,2
Undergraduate,Alone,0.47641788167249677,74,1,7,5,8,4,10,Millennials,40,0,3,36.216095380029806,2
Postgraduate,Partner,0.34434713372056464,97,2,5,1,6,6,5,Gen X,51,1,0,152.35889570552146,1
PhD,Partner,0.26277214490779405,63,3,3,0,3,9,8,Gen X,57,2,0,477.6363636363636,0
PhD,Alone,0.5423205019434567,88,1,4,6,9,1,5,Baby Boomers,63,0,0,65.26732673267327,2
Postgraduate,Alone,0.07632058272902031,34,2,3,0,3,5,5,Millennials,36,0,0,365.9666666666666,0
Undergraduate,Partner,0.3444018236892226,81,2,6,2,4,7,2,Baby Boomers,64,1,0,157.7079365079365,1
Postgraduate,Partner,0.38285251187479646,65,4,6,2,10,4,6,Baby Boomers,72,1,0,85.0439393939394,1
Undergraduate,Partner,0.2652547449435541,51,1,2,0,4,5,1,Millennials,36,1,0,502.0945945945946,1
Postgraduate,Alone,0.15499739115756236,76,2,2,1,2,6,5,Gen X,47,1,0,462.6521739130435,0
PhD,Alone,0.24037623321727555,76,2,2,0,4,7,8,Baby Boomers,63,1,0,388.59302325581393,0
Undergraduate,Alone,0.4238439463997508,84,1,6,5,13,3,11,Silent Generation,80,0,0,57.37533998186763,2
Postgraduate,Partner,0.15479909357834634,56,4,2,1,4,4,1,Gen X,51,1,0,348.44262295081967,0
Undergraduate,Partner,0.2976550711411751,31,2,3,1,3,6,11,Millennials,44,1,1,290.77241379310345,1
Undergraduate,Partner,0.3729864076353556,0,12,9,2,8,8,9,Baby Boomers,69,2,0,79.60526315789474,1
PhD,Partner,0.3922515695862259,91,2,9,1,4,8,11,Baby Boomers,71,1,0,140.4963503649635,1
Undergraduate,Alone,0.19313786672311203,40,1,1,0,2,9,10,Millennials,39,1,1,984.2962962962964,0
PhD,Alone,0.39091258643357113,59,2,9,3,13,6,7,Silent Generation,82,0,0,54.25754716981132,1
Undergraduate,Partner,0.4507386594875231,96,3,10,4,7,6,8,Baby Boomers,61,1,0,46.70459218642906,2
Undergraduate,Partner,0.0482916794729126,61,1,1,0,2,8,8,Gen X,46,1,0,416.6666666666667,0
Undergraduate,Partner,0.5295212343386955,14,1,5,9,11,2,9,Gen X,51,0,1,45.36006546644845,2
Postgraduate,Partner,0.3714912592012359,16,2,1,3,6,1,4,Baby Boomers,65,1,0,228.6793248945148,1
PhD,Alone,0.1681945449855409,98,4,2,1,3,7,5,Baby Boomers,62,2,0,481.0625,0
Undergraduate,Partner,0.32210344475122815,11,10,5,2,9,7,7,Gen X,49,2,0,89.41553398058252,1
Undergraduate,Partner,0.3862731646082055,52,1,7,3,4,4,12,Gen X,51,0,0,55.60294117647059,1
Undergraduate,Partner,0.5104808565062026,19,1,3,2,5,1,5,Baby Boomers,64,0,0,57.96350364963504,2
Undergraduate,Partner,0.38969957866436367,61,2,7,6,10,5,3,Baby Boomers,74,1,0,55.851851851851855,1
Undergraduate,Partner,0.3116475477420069,73,1,4,1,6,5,3,Gen X,60,1,0,147.4252491694352,1
Undergraduate,Partner,0.3729864076353556,0,12,9,2,8,8,9,Baby Boomers,69,2,0,79.60526315789474,1
Undergraduate,Partner,0.4029108392683128,74,1,8,1,7,7,10,Gen X,60,1,1,119.42685370741484,1
Undergraduate,Partner,0.517021420917778,55,1,6,4,10,2,8,Millennials,31,0,0,80.36354581673307,2
PhD,Partner,0.286011803645866,48,2,4,1,5,7,10,Gen X,51,1,0,185.06422018348624,1
Undergraduate,Partner,0.4206115726553456,53,4,4,2,12,4,5,Gen X,53,1,0,103.48184818481847,2
Postgraduate,Partner,0.3401819199711589,13,1,1,1,3,3,7,Gen X,57,1,0,653.1333333333333,1
Undergraduate,Partner,0.25312588502334177,34,3,2,0,4,8,8,Gen X,57,3,0,333.22641509433964,0
Undergraduate,Partner,0.4987395553223475,54,1,4,4,8,2,5,Baby Boomers,77,0,0,77.92121212121212,2
Undergraduate,Alone,0.5219790591630812,69,1,3,4,8,1,1,Gen X,56,0,0,74.43664539653601,2
Undergraduate,Partner,0.10329914905733747,81,1,1,0,2,5,2,Millennials,29,0,1,901.3125,0
Postgraduate,Partner,0.14650154554787956,99,1,1,0,3,8,3,Gen X,51,0,0,592.0588235294117,0
PhD,Partner,0.48337469910003267,3,1,8,2,5,5,8,Millennials,35,0,0,43.37463471654004,2
Postgraduate,Partner,0.44297224785652184,61,3,8,2,4,7,1,Baby Boomers,68,2,1,152.34246575342465,2
Undergraduate,Partner,0.17277162567430415,65,2,2,0,3,8,1,Gen X,46,1,0,316.32,0
Postgraduate,Partner,0.3301732199343524,93,3,2,2,6,5,11,Baby Boomers,65,1,0,210.45777777777775,1
Postgraduate,Partner,0.24054478542166322,24,1,1,0,2,8,11,Baby Boomers,73,2,0,1858.0,0
Undergraduate,Partner,0.3726083994387082,8,2,3,2,10,3,5,Millennials,44,1,0,115.71489361702127,1
Undergraduate,Alone,0.20671634169571362,72,3,2,0,4,5,4,Millennials,44,2,0,313.2967032967033,0
Postgraduate,Alone,0.5666596372375673,29,1,3,4,10,1,2,Millennials,34,0,1,35.896237623762374,2
Undergraduate,Partner,0.3345827669373713,33,3,8,2,6,7,1,Baby Boomers,75,1,0,95.37698412698413,1
Undergraduate,Partner,0.3038629791581416,68,1,4,1,5,6,1,Baby Boomers,68,1,0,183.5744680851064,1
PhD,Alone,0.37598767761426544,55,3,9,5,4,7,1,Baby Boomers,64,1,1,44.609577922077925,1
Undergraduate,Alone,0.10819775407477449,76,5,2,2,3,5,5,Baby Boomers,67,2,0,171.0909090909091,0
Undergraduate,Alone,0.19580631393694561,17,1,1,0,2,7,5,Gen X,54,1,0,1585.529411764706,0
Undergraduate,Alone,0.1626421849641769,94,1,1,0,3,5,8,Millennials,40,1,0,930.2916666666666,0
Undergraduate,Partner,0.3117605601829134,86,2,1,0,4,4,8,Gen X,60,2,0,739.8833333333333,1
PhD,Alone,0.4166058238527556,25,1,6,6,13,4,8,Baby Boomers,73,1,1,60.78431372549019,2
PhD,Partner,0.22733214215417932,22,2,3,1,4,8,12,Baby Boomers,63,1,0,203.20645161290324,0
Postgraduate,Partner,0.3211398858498566,15,1,1,0,3,5,2,Gen X,51,2,0,899.8823529411765,1
Postgraduate,Alone,0.5061948040929726,35,1,5,6,4,3,12,Gen X,55,0,0,43.365894039735096,2
Postgraduate,Alone,0.4465064225164423,81,4,7,4,10,4,11,Gen X,56,1,2,46.11156741957564,2
Undergraduate,Alone,0.396050074410771,55,1,1,2,2,4,4,Baby Boomers,65,1,0,608.34375,1
Undergraduate,Alone,0.418339856505236,94,1,4,0,4,5,2,Baby Boomers,73,1,0,389.41875,2
Postgraduate,Partner,0.30702823852779193,50,3,2,1,4,6,4,Gen X,56,2,0,313.9640287769784,1
Postgraduate,Alone,0.4269596065004115,64,1,9,3,9,6,4,Gen X,57,1,0,70.30947136563877,2
Postgraduate,Partner,0.3273215861834083,91,1,2,1,4,4,9,Gen X,60,1,0,256.23497267759564,1
Postgraduate,Partner,0.46133074686391506,11,2,5,2,10,8,3,Gen X,56,1,1,60.37123169681309,2
PhD,Partner,0.5035863432352821,72,1,3,5,5,1,4,Gen X,53,0,0,79.02327935222672,2
Postgraduate,Alone,0.4005582952852617,6,3,6,6,12,5,9,Baby Boomers,64,1,0,55.208955223880594,1
Undergraduate,Partner,0.37510415264580615,0,4,2,1,5,4,9,Gen X,48,2,0,314.9942528735632,1
Undergraduate,Partner,0.3943867522929272,66,3,9,2,8,7,1,Baby Boomers,66,1,0,76.66622691292876,1
Postgraduate,Partner,0.3548833459445702,42,2,3,2,4,4,12,Baby Boomers,67,1,0,263.65128205128207,1
Undergraduate,Alone,0.10997383056693298,60,2,1,1,2,7,10,Gen X,46,1,1,493.1290322580645,0
Postgraduate,Partner,0.44247657534270396,64,1,3,4,9,1,8,Baby Boomers,68,0,0,61.47232472324723,2
Postgraduate,Partner,0.3521918541253532,87,3,10,4,5,8,2,Baby Boomers,69,1,1,74.4014598540146,1
PhD,Partner,0.5369317687245007,96,1,6,9,10,2,11,Gen X,60,0,1,50.60885167464115,2
Undergraduate,Partner,0.13323819792854946,1,1,2,0,3,7,10,Millennials,35,0,0,426.7674418604651,0
PhD,Partner,0.28670084596873346,54,1,1,1,2,5,2,Baby Boomers,68,2,1,825.530612244898,1
Undergraduate,Partner,0.2597279924757626,53,2,3,0,4,7,5,Gen X,60,1,0,273.0601503759398,0
Undergraduate,Partner,0.29797975060264026,96,2,5,1,7,7,10,Baby Boomers,68,1,1,116.2892561983471,1
Undergraduate,Partner,0.43757272334411845,58,2,2,4,10,1,4,Baby Boomers,70,1,0,120.63853211009176,2
Undergraduate,Partner,0.49822909477689437,12,2,7,11,11,4,10,Gen X,53,1,1,72.34178403755868,2
Undergraduate,Partner,0.4870905959421186,78,1,5,9,6,3,3,Gen X,56,0,1,36.59892525647289,2
Undergraduate,Partner,0.3863081279113088,64,5,4,1,5,6,10,Gen X,53,2,0,191.625,1
Undergraduate,Alone,0.29764233646497,26,4,2,1,4,6,6,Gen X,50,2,0,301.1428571428572,1
Undergraduate,Alone,0.41410964323926036,8,1,4,2,10,3,7,Gen X,60,1,0,116.1490566037736,2
PhD,Partner,0.24179118953917655,49,5,3,1,4,9,8,Baby Boomers,62,2,0,221.2434210526316,0
PhD,Partner,0.4536846116187732,56,1,4,9,10,2,10,Millennials,34,0,0,42.97997496871089,2
Undergraduate,Alone,0.24681492511637076,55,2,2,2,2,7,1,Baby Boomers,62,1,0,301.55263157894734,0
Undergraduate,Alone,0.059988621798528485,25,3,3,1,3,8,8,Millennials,39,1,0,88.51485148514851,0
Undergraduate,Partner,0.19067488973621327,50,1,1,0,2,8,9,Gen X,52,1,0,1049.12,0
Postgraduate,Alone,0.49954638478676067,84,1,5,7,9,4,1,Baby Boomers,68,0,1,97.96831432192648,2
Undergraduate,Partner,0.28515466810153517,30,2,2,1,2,8,7,Millennials,44,2,1,462.1954022988506,1
PhD,Alone,0.2405043354835124,81,4,2,1,4,5,9,Baby Boomers,67,2,0,371.53333333333336,0
PhD,Partner,0.4876910209978809,74,2,5,4,9,3,4,Baby Boomers,66,1,0,61.75473251028807,2
PhD,Alone,0.4125499079078531,76,1,11,2,8,6,10,Baby Boomers,70,0,1,75.5659679408138,2
Undergraduate,Partner,0.1640331678339423,36,2,2,1,2,5,10,Millennials,39,1,1,369.1475409836066,0
Postgraduate,Partner,0.37463851548072663,64,5,4,1,8,4,8,Gen X,50,1,0,135.1358024691358,1
Postgraduate,Partner,0.27374890842274135,62,3,3,0,3,7,3,Baby Boomers,70,2,0,534.0555555555555,1
Undergraduate,Alone,0.3119363319311963,53,5,5,0,4,8,2,Gen X,54,2,0,235.031746031746,1
PhD,Partner,0.27208458013332937,86,1,1,0,3,5,6,Millennials,39,1,0,954.925,1
Undergraduate,Alone,0.29653379837924676,15,3,3,0,4,4,2,Gen X,47,1,0,666.4444444444445,1
Undergraduate,Partner,0.20613737558742268,67,2,2,0,3,8,3,Millennials,42,1,0,546.6730769230769,0
PhD,Partner,0.26683197532595426,47,1,1,0,3,6,5,Gen X,49,1,0,958.8461538461538,1
Undergraduate,Partner,0.43187667934124857,47,4,8,2,11,6,5,Gen X,54,1,0,80.4,2
Postgraduate,Partner,0.37769361557302544,81,1,2,1,4,3,4,Baby Boomers,69,1,0,424.9923076923077,1
Undergraduate,Partner,0.5383742753294257,98,1,5,6,12,2,10,Gen X,53,0,3,52.05763335377069,2
Undergraduate,Partner,0.20797774501717398,56,1,1,0,3,8,7,Millennials,36,1,0,843.8529411764706,0
Undergraduate,Alone,0.31062986063062503,48,4,2,1,5,6,11,Baby Boomers,73,2,0,290.875,1
Undergraduate,Alone,0.18697612506557185,18,1,1,0,3,7,1,Millennials,41,1,0,1224.142857142857,0
PhD,Partner,0.3998572002265607,74,2,2,0,3,4,10,Gen X,58,3,0,831.8591549295775,1
Undergraduate,Alone,0.4960384505558258,68,1,5,10,7,1,5,Baby Boomers,63,1,1,85.23248053392659,2
Postgraduate,Partner,0.4389668026064326,36,1,1,3,5,1,4,Baby Boomers,78,0,0,92.82700421940928,2
PhD,Partner,0.2009325829946448,90,4,6,2,4,8,8,Gen X,47,1,0,78.86894586894587,0
Undergraduate,Alone,0.0,65,15,0,0,0,20,5,Gen X,54,0,0,216.25,0
Undergraduate,Alone,0.0482916794729126,63,4,3,2,2,9,12,Millennials,33,1,0,63.02521008403362,0
Undergraduate,Partner,0.2871513645554179,82,1,0,1,2,5,4,Gen X,57,2,0,1929.571428571429,1
PhD,Partner,0.14869879580119746,63,1,1,0,2,8,3,Gen X,52,1,0,2042.7,0
Undergraduate,Partner,0.43401233304264386,55,3,8,3,13,6,5,Gen X,50,1,1,66.91264131551901,2
PhD,Partner,0.4606710038693571,64,1,4,2,6,3,8,Gen X,60,0,2,45.552734375,2
Undergraduate,Partner,0.4468575085553272,51,4,6,5,13,4,7,Baby Boomers,73,2,1,67.97681451612904,2
PhD,Partner,0.5019837372318128,97,2,11,10,11,6,2,Gen X,58,1,1,50.86069326357096,2
Undergraduate,Partner,0.48602579871962864,92,2,7,3,5,4,9,Gen X,53,1,0,86.87906976744186,2
Undergraduate,Alone,0.4506075266360972,51,2,8,9,4,6,10,Baby Boomers,62,1,0,73.40301724137932,2
PhD,Partner,0.37715861726520433,72,4,7,2,5,7,7,Gen X,55,2,0,131.95693779904306,1
Postgraduate,Partner,0.42208570665773343,39,2,7,4,3,6,8,Baby Boomers,70,1,0,107.27768313458262,2
Undergraduate,Partner,0.4832477770907927,49,2,4,2,11,2,5,Gen X,50,1,0,115.74102964118563,2
Undergraduate,Partner,0.27962689887638764,21,1,1,0,2,6,3,Gen X,49,2,1,1711.1304347826087,1
Undergraduate,Partner,0.49618986365804746,91,1,4,7,11,2,8,Gen X,56,0,2,33.63448881088197,2
PhD,Alone,0.2567010791373035,37,2,1,1,2,5,5,Gen X,52,2,1,731.8367346938776,0
PhD,Alone,0.5668980185807344,98,1,6,2,8,2,5,Millennials,42,0,1,50.97639123102867,2
Postgraduate,Partner,0.47932642163759925,85,1,7,8,11,3,12,Millennials,43,0,2,40.71507760532151,2
Undergraduate,Partner,0.22703835807652964,40,3,2,0,3,8,7,Baby Boomers,65,2,0,655.2916666666666,0
Undergraduate,Alone,0.32885334420577217,2,2,2,1,2,7,3,Baby Boomers,73,2,0,567.9397590361446,1
Undergraduate,Alone,0.5329692094248126,78,0,4,7,6,1,10,Gen X,50,0,3,45.02094522019334,2
PhD,Partner,0.3666358446895834,41,10,9,4,6,8,9,Baby Boomers,62,2,0,67.31147540983606,1
Undergraduate,Partner,0.14298479098579572,94,3,2,1,3,7,2,Gen X,55,1,0,234.0,0
PhD,Partner,0.319178820145139,10,1,4,1,4,6,8,Baby Boomers,77,1,0,249.0655737704918,1
Postgraduate,Alone,0.5412680330337999,73,1,6,6,6,2,6,Baby Boomers,67,0,0,61.81127982646421,2
Undergraduate,Partner,0.38184041933112467,22,2,7,3,4,4,4,Silent Generation,81,0,1,56.012012012012015,1
Postgraduate,Alone,0.42891593626834845,30,3,5,3,13,3,1,Baby Boomers,62,1,0,77.80727272727273,2
Undergraduate,Alone,0.27606781801154406,21,4,5,1,4,8,8,Gen X,53,1,1,157.7560975609756,1
Postgraduate,Partner,0.38899663790319833,51,8,9,1,7,8,3,Gen X,59,2,0,93.74262295081968,1
Postgraduate,Alone,0.17294475274640037,97,3,2,1,3,8,11,Gen X,57,1,0,312.4736842105263,0
Undergraduate,Partner,0.44064044778670836,56,4,3,4,11,8,2,Gen X,54,1,1,51.55754276827372,2
Postgraduate,Partner,0.2666546610457797,4,1,1,0,2,6,12,Gen X,50,1,1,1245.6,1
Undergraduate,Partner,0.28894498899240195,77,2,3,0,3,7,1,Baby Boomers,61,3,0,412.1212121212121,1
Undergraduate,Alone,0.4707788141543593,95,0,6,7,9,3,9,Gen X,47,0,1,60.2743288590604,2
Undergraduate,Partner,0.32272460329396113,36,5,5,1,7,5,11,Gen X,50,1,0,127.48342541436465,1
Undergraduate,Partner,0.5067528758661834,13,1,4,6,8,2,8,Millennials,42,0,1,36.94225352112676,2
Postgraduate,Alone,0.3409931825353247,90,2,9,7,10,7,8,Gen X,54,0,2,39.96582587469487,1
PhD,Partner,0.2683936093221129,49,2,1,0,3,9,9,Baby Boomers,68,2,0,990.342105263158,1
Postgraduate,Partner,0.2822879213463175,18,2,7,1,7,8,7,Baby Boomers,74,0,0,81.9938144329897,1
Undergraduate,Partner,0.19610941686738143,89,2,4,2,5,7,11,Baby Boomers,74,0,0,62.20506912442397,0
Undergraduate,Alone,0.2441920299773803,43,1,1,0,3,7,3,Gen X,55,1,0,772.4090909090909,0
PhD,Partner,0.3884618396750503,82,2,9,2,5,7,11,Gen X,53,1,1,115.10282258064515,1
Postgraduate,Partner,0.3269506468061043,84,2,1,2,2,4,6,Gen X,56,2,0,600.3974358974359,1
Postgraduate,Partner,0.5295515314778904,80,1,5,7,10,2,2,Gen X,53,0,3,35.44373401534527,2
Undergraduate,Partner,0.3615895114807441,68,2,7,2,10,6,12,Gen X,54,0,0,66.15994962216625,1
Undergraduate,Partner,0.11359309172646968,12,1,1,0,2,7,9,Baby Boomers,69,0,0,927.0,0
Undergraduate,Alone,0.16611238982014678,75,1,2,0,2,9,7,Gen X,54,1,0,877.0769230769231,0
Postgraduate,Partner,0.3032933066094966,10,2,2,0,4,5,3,Gen X,52,1,0,566.4473684210526,1
PhD,Alone,0.30295768088601727,91,1,1,0,2,7,12,Gen X,48,2,0,2866.4666666666667,1
PhD,Alone,0.33977298941041334,21,2,1,0,4,4,4,Baby Boomers,62,2,0,789.0,1
Postgraduate,Partner,0.4054236622775018,28,2,2,1,5,2,3,Baby Boomers,71,1,0,303.1969696969697,1
PhD,Partner,0.2445748243811681,97,1,2,0,2,9,10,Gen X,47,1,0,694.7551020408164,0
Undergraduate,Partner,0.3926395974827711,49,5,7,2,11,5,6,Gen X,59,1,1,72.08354114713217,1
Undergraduate,Partner,0.5061431150233902,14,1,4,6,4,1,2,Baby Boomers,79,0,1,45.2586405529954,2
Undergraduate,Alone,0.0482916794729126,5,4,2,1,3,6,12,Gen X,47,2,0,131.57894736842104,0
Postgraduate,Partner,0.6931471805599453,37,0,1,0,1,1,6,Gen X,54,1,0,2673.4406779661017,2
Undergraduate,Partner,0.5847217141283771,62,0,5,8,5,2,3,Baby Boomers,72,0,3,41.00086880973067,2
Postgraduate,Partner,0.16860755854115467,83,1,2,0,3,7,2,Millennials,40,0,0,625.6216216216217,0
Undergraduate,Alone,0.3109692047571011,48,5,5,2,4,9,2,Gen X,55,2,0,142.79677419354837,1
Undergraduate,Partner,0.4695946338062565,94,1,5,5,8,3,11,Gen X,46,0,1,54.88582375478927,2
Undergraduate,Partner,0.41033373977678944,61,5,10,3,8,7,6,Gen X,59,1,0,73.18990384615384,1
Undergraduate,Partner,0.34756873517215325,70,6,7,1,5,8,4,Gen X,49,2,0,125.1870324189526,1
PhD,Partner,0.518891072077833,43,1,5,5,12,2,5,Gen X,60,0,2,53.99800133244504,2
Undergraduate,Partner,0.43436227861023846,23,1,10,4,13,6,1,Millennials,43,0,4,54.809924306139614,2
Undergraduate,Partner,0.40447994763250605,37,7,11,2,12,6,7,Gen X,53,1,0,50.14070351758794,1
PhD,Partner,0.4372792766164352,50,2,5,4,10,4,1,Baby Boomers,65,1,0,100.14481707317071,2
Postgraduate,Alone,0.4326280150845182,78,1,7,5,10,4,11,Baby Boomers,69,0,0,42.11493506493507,2
Postgraduate,Partner,0.31645809510386425,74,3,6,1,5,7,8,Gen X,60,1,0,145.15434083601286,1
Postgraduate,Partner,0.4864950817797409,14,5,4,7,10,2,11,Baby Boomers,70,1,0,91.22560975609755,2
Postgraduate,Partner,0.3998457027689359,77,3,3,1,7,4,1,Millennials,36,1,0,215.54744525547449,1
PhD,Alone,0.19780650476272643,39,3,3,0,3,9,4,Baby Boomers,63,2,0,477.859649122807,0
Undergraduate,Partner,0.328050699138617,89,4,3,2,8,4,10,Gen X,60,1,0,104.93080357142856,1
Postgraduate,Partner,0.32238301384389034,62,1,1,0,3,7,6,Gen X,52,2,0,1047.590909090909,1
Undergraduate,Partner,0.2858636297280697,59,2,3,0,3,7,7,Gen X,53,2,0,395.30392156862746,1
Undergraduate,Partner,0.26578076485896124,68,1,1,1,2,4,2,Millennials,41,1,0,610.4098360655738,1
Postgraduate,Partner,0.5229249477967448,13,1,5,9,12,3,4,Baby Boomers,65,0,0,49.81314668289714,2
Postgraduate,Partner,0.3260907749297002,37,3,6,1,5,6,6,Baby Boomers,67,1,0,117.61209068010076,1
Undergraduate,Partner,0.4999885634341359,36,2,5,7,12,1,1,Gen X,57,1,1,69.02943800178411,2
Undergraduate,Alone,0.26931762999155157,28,4,7,2,3,9,9,Gen X,48,2,1,79.86046511627907,1
Undergraduate,Partner,0.1335533653638569,2,2,3,0,3,8,3,Gen X,51,1,0,367.86,0
Postgraduate,Partner,0.4760184270558812,17,6,6,3,13,7,2,Baby Boomers,63,1,0,43.40166865315853,2
Undergraduate,Partner,0.17986686204214217,86,1,3,0,3,7,4,Millennials,43,0,0,426.0517241379311,0
PhD,Partner,0.3187050977064577,54,1,3,1,4,5,9,Gen X,50,1,0,267.66470588235296,1
Postgraduate,Alone,0.04058169914617409,2,0,1,0,1,17,12,Millennials,43,0,0,17.587131367292226,0
PhD,Partner,0.46947667481831507,3,1,8,3,5,4,11,Silent Generation,80,0,1,59.869565217391305,2
Undergraduate,Partner,0.19784871919092067,84,2,2,2,2,7,3,Gen X,46,1,0,269.74257425742576,0
Undergraduate,Partner,0.3387590971687018,8,5,6,1,5,9,12,Gen X,56,2,0,154.27848101265823,1
Undergraduate,Partner,0.4685647040669194,4,3,7,4,7,4,9,Baby Boomers,63,1,2,51.02428571428572,2
Undergraduate,Alone,0.5676517080477412,57,1,4,9,13,1,7,Baby Boomers,77,0,0,63.79353932584269,2
Postgraduate,Partner,0.5542193275771296,24,1,6,5,8,9,8,Gen X,47,1,3,104.3803317535545,2
Undergraduate,Partner,0.3581012054245278,51,2,5,2,4,5,9,Gen X,50,1,0,167.03536977491962,1
Undergraduate,Partner,0.4708109443028836,29,1,2,8,6,1,5,Millennials,43,0,0,62.53524804177545,2
Postgraduate,Partner,0.2568072091400232,13,1,3,1,3,6,4,Millennials,42,0,0,278.1085271317829,0
Undergraduate,Alone,0.2841096449288387,23,1,1,0,3,6,10,Baby Boomers,73,1,0,1251.53125,1
Undergraduate,Alone,0.2815958305577805,36,3,7,1,3,9,8,Millennials,43,1,0,132.64214046822744,1
Undergraduate,Partner,0.3471264556685364,88,1,5,1,6,6,5,Baby Boomers,63,1,1,156.646875,1
Postgraduate,Partner,0.3046410071810941,2,3,5,2,6,5,11,Gen X,48,1,0,98.10204081632654,1
Postgraduate,Partner,0.4213714168957003,3,11,3,4,10,8,10,Baby Boomers,76,2,1,53.34889643463497,2
Undergraduate,Partner,0.13756680377133665,15,1,1,0,4,6,2,Millennials,35,0,0,222.6941176470588,0
Undergraduate,Alone,0.17739966410701463,58,1,1,0,2,9,3,Millennials,43,1,0,1015.2916666666666,0
Undergraduate,Alone,0.23922932417973564,11,2,2,1,3,6,2,Gen X,50,1,0,296.86607142857144,0
Postgraduate,Partner,0.19533385410487122,27,1,1,0,3,6,2,Baby Boomers,66,1,0,896.2333333333333,0
PhD,Partner,0.3472658251129203,32,2,5,2,7,5,6,Millennials,42,0,0,122.3170731707317,1
Undergraduate,Partner,0.41695061051236243,12,3,10,4,7,6,8,Gen X,49,1,1,77.57625,2
PhD,Alone,0.5423205019434567,88,1,4,6,9,1,5,Baby Boomers,63,0,0,65.26732673267327,2
PhD,Partner,0.49561019285304575,91,1,4,8,10,2,3,Baby Boomers,69,0,0,51.61294672960216,2
Undergraduate,Alone,0.4636202450655815,12,1,6,6,4,2,10,Millennials,32,0,0,56.05325914149444,2
Undergraduate,Partner,0.13230712363439787,21,1,0,1,2,8,11,Millennials,38,1,0,650.9642857142857,0
Undergraduate,Partner,0.4561709976310122,23,1,4,1,5,4,1,Gen X,60,1,0,304.57709251101323,2
Undergraduate,Partner,0.4560079669999127,10,1,6,6,7,4,11,Millennials,43,0,1,44.44308681672026,2
Undergraduate,Alone,0.4588192367169482,35,2,8,2,11,5,3,Baby Boomers,63,1,0,80.86759581881533,2
Undergraduate,Partner,0.2716860357948971,69,2,3,1,2,8,4,Gen X,47,1,1,370.252427184466,1
PhD,Alone,0.417504281278849,68,1,6,2,10,4,4,Baby Boomers,79,0,0,98.04258675078864,2
Undergraduate,Alone,0.5170725507594655,85,1,5,8,5,2,12,Baby Boomers,62,0,0,42.07247132429614,2
Postgraduate,Alone,0.2396814983352267,34,3,2,1,4,6,10,Gen X,54,2,0,254.3206106870229,0
Undergraduate,Partner,0.39693259027258027,55,6,8,2,6,7,9,Gen X,57,2,0,99.92150170648463,1
Undergraduate,Partner,0.1249860824306247,10,2,2,1,2,8,11,Millennials,33,1,1,278.3225806451613,0
Undergraduate,Alone,0.36458940041469295,30,8,6,1,7,8,5,Gen X,51,2,0,118.64429530201342,1
Postgraduate,Partner,0.35962846276773497,36,1,8,7,11,6,7,Baby Boomers,75,0,0,55.594249201277954,1
Postgraduate,Alone,0.40295095664028646,14,4,2,2,7,8,7,Gen X,48,1,1,74.78168130489335,1
Postgraduate,Alone,0.488333182049722,79,1,6,3,6,3,9,Baby Boomers,67,1,0,65.75153105861767,2
Undergraduate,Alone,0.3281495209968571,52,3,6,3,5,6,11,Gen X,49,1,0,113.3132530120482,1
Undergraduate,Partner,0.27060720945320893,97,1,1,0,3,8,11,Gen X,52,1,0,1265.7,1
