Education,Marital_Status,Income,Recency,wines,fruits,meat,fist,sweets,golds,DealsPurchases,onlinePurchases,CatalogPurchases,StorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,month_enroll,year_enroll,Age,Childrens,Compaigns_Engagement,Income_to_Spending_Ratio,Generation
Undergraduate,Alone,38808.0,21.0,125.0,17.0,52.0,3.0,19.0,30.0,4.0,5.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,53.0,1.0,0.0,157.7560975609756,Gen X
Postgraduate,Partner,57183.0,51.0,464.0,5.0,64.0,7.0,0.0,70.0,6.0,9.0,1.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,59.0,2.0,0.0,93.74262295081967,Gen X
Postgraduate,Alone,23748.0,97.0,6.0,6.0,29.0,12.0,15.0,8.0,3.0,2.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,57.0,1.0,0.0,312.4736842105263,Gen X
Undergraduate,Partner,66303.0,56.0,1090.0,12.0,96.0,16.0,12.0,60.0,4.0,3.0,4.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,54.0,1.0,0.0,51.55754276827372,Gen X
Postgraduate,Partner,37368.0,4.0,3.0,2.0,11.0,2.0,2.0,10.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,50.0,1.0,0.0,969.270749587855,Gen X
Undergraduate,Partner,40800.0,77.0,24.0,0.0,27.0,8.0,30.0,10.0,2.0,3.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,61.0,2.5,0.0,412.1212121212121,Baby Boomers
Undergraduate,Alone,71847.0,95.0,737.0,21.0,106.0,55.0,63.0,126.5,0.0,6.0,7.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,47.0,0.0,0.0,60.274328859060404,Gen X
Undergraduate,Partner,46149.0,36.0,254.0,6.0,71.0,4.0,0.0,27.0,5.0,5.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,50.0,1.0,0.0,127.48342541436465,Gen X
Undergraduate,Partner,78687.0,13.0,817.0,79.5,556.625,120.5,55.0,126.5,1.0,4.0,6.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,42.0,0.0,0.0,36.94225352112676,Millennials
Postgraduate,Alone,49118.0,90.0,620.0,54.0,239.0,99.0,81.0,119.0,2.0,9.0,7.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,54.0,0.0,0.0,39.96582587469487,Gen X
PhD,Partner,37633.0,49.0,13.0,4.0,20.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,68.0,2.0,0.0,969.270749587855,Baby Boomers
Postgraduate,Partner,39767.0,18.0,113.0,61.0,204.0,34.0,26.0,47.0,2.0,7.0,1.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,74.0,0.0,0.0,81.9938144329897,Baby Boomers
Undergraduate,Partner,26997.0,89.0,7.0,23.0,78.0,120.5,49.0,126.5,2.0,4.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,74.0,0.0,0.0,62.205069124423964,Baby Boomers
Undergraduate,Alone,33986.0,43.0,16.0,2.0,18.0,2.0,1.0,5.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,55.0,1.0,0.0,772.4090909090909,Gen X
PhD,Partner,57091.0,82.0,462.0,0.0,24.0,6.0,0.0,4.0,2.0,9.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,53.0,1.0,0.0,115.10282258064517,Gen X
Postgraduate,Partner,46831.0,84.0,22.0,2.0,10.0,6.0,4.0,34.0,2.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,56.0,2.0,0.0,600.3974358974359,Gen X
Postgraduate,Partner,83151.0,80.0,968.0,79.5,556.625,120.5,42.0,126.5,1.0,5.0,7.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,53.0,0.0,0.0,35.44373401534527,Gen X
Undergraduate,Partner,52531.0,68.0,283.0,79.5,151.0,51.0,72.0,125.0,2.0,7.0,2.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,54.0,0.0,0.0,66.15994962216625,Gen X
Undergraduate,Partner,15759.0,12.0,1.0,2.0,5.0,6.0,0.0,3.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,69.0,0.0,0.0,927.0,Baby Boomers
Undergraduate,Alone,22804.0,75.0,14.0,1.0,7.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,54.0,1.0,0.0,877.0769230769231,Gen X
Postgraduate,Partner,43050.0,10.0,30.0,5.0,24.0,6.0,3.0,8.0,2.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,52.0,1.0,0.0,566.4473684210526,Gen X
PhD,Alone,42997.0,91.0,4.0,0.0,5.0,0.0,1.0,5.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,48.0,2.0,0.0,969.270749587855,Gen X
PhD,Alone,48918.0,21.0,52.0,0.0,9.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,62.0,2.0,0.0,789.0,Baby Boomers
Postgraduate,Partner,60033.0,28.0,62.0,1.0,57.0,19.0,11.0,48.0,2.0,2.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,71.0,1.0,0.0,303.1969696969697,Baby Boomers
PhD,Partner,34043.0,97.0,20.0,2.0,14.0,3.0,0.0,10.0,1.0,2.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,47.0,1.0,0.0,694.7551020408164,Gen X
Undergraduate,Partner,57811.0,49.0,545.0,7.0,114.0,37.0,21.0,78.0,5.0,7.0,2.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,59.0,1.0,0.0,72.08354114713217,Gen X
Undergraduate,Partner,78569.0,14.0,558.0,79.0,556.625,120.5,81.0,95.0,1.0,4.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,79.0,0.0,0.0,45.258640552995395,Baby Boomers
Undergraduate,Alone,7500.0,5.0,6.0,5.0,4.0,13.0,4.0,25.0,4.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,47.0,2.0,0.0,131.57894736842104,Gen X
Postgraduate,Partner,118350.5,37.0,39.0,1.0,9.0,2.0,0.0,8.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,54.0,1.0,0.0,969.270749587855,Gen X
Undergraduate,Partner,94384.0,62.0,1111.0,24.0,556.625,120.5,45.0,126.5,0.0,5.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,72.0,0.0,0.0,41.00086880973067,Baby Boomers
Postgraduate,Partner,23148.0,83.0,4.0,6.0,8.0,6.0,3.0,10.0,1.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,40.0,0.0,0.0,625.6216216216217,Millennials
Undergraduate,Alone,44267.0,48.0,183.0,5.0,65.0,3.0,5.0,49.0,5.0,5.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,55.0,2.0,0.0,142.79677419354837,Gen X
Undergraduate,Partner,71626.0,94.0,546.0,72.0,376.0,94.0,81.0,72.0,1.0,5.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,46.0,0.0,0.0,54.88582375478927,Gen X
Undergraduate,Partner,60894.0,61.0,606.0,7.0,155.0,10.0,0.0,54.0,5.0,10.0,3.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,59.0,1.0,0.0,73.18990384615384,Gen X
Undergraduate,Partner,50200.0,70.0,266.0,6.0,51.0,8.0,6.0,64.0,6.0,7.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,49.0,2.0,0.0,125.18703241895261,Gen X
PhD,Partner,81051.0,43.0,1142.0,29.0,249.0,38.0,29.0,14.0,1.0,5.0,5.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,60.0,0.0,0.0,53.998001332445035,Gen X
Undergraduate,Partner,65169.0,23.0,1074.0,0.0,69.0,0.0,0.0,46.0,1.0,10.0,4.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,43.0,0.0,0.0,54.809924306139614,Millennials
Undergraduate,Partner,59868.0,37.0,771.0,51.0,154.0,54.0,10.0,126.5,6.0,11.0,2.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,53.0,1.0,0.0,50.14070351758794,Gen X
PhD,Partner,65695.0,50.0,371.0,32.0,189.0,0.0,58.0,6.0,2.0,5.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,65.0,1.0,0.0,100.14481707317073,Baby Boomers
Postgraduate,Alone,64857.0,78.0,556.0,14.0,556.625,120.5,0.0,43.0,1.0,7.0,5.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,69.0,0.0,0.0,42.11493506493507,Baby Boomers
Postgraduate,Partner,45143.0,74.0,202.0,5.0,74.0,11.0,5.0,14.0,3.0,6.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,60.0,1.0,0.0,145.15434083601286,Gen X
Postgraduate,Partner,74805.0,14.0,209.0,79.5,209.0,41.0,81.0,37.0,5.0,4.0,7.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,70.0,1.0,0.0,91.22560975609755,Baby Boomers
Postgraduate,Partner,59060.0,77.0,35.0,40.0,111.0,36.0,40.0,12.0,3.0,3.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,36.0,1.0,0.0,215.54744525547446,Millennials
PhD,Alone,27238.0,39.0,37.0,0.0,17.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,63.0,2.0,0.0,477.859649122807,Baby Boomers
Undergraduate,Partner,47009.0,89.0,171.0,45.0,73.0,59.0,10.0,90.0,4.0,3.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,60.0,1.0,0.0,104.93080357142857,Gen X
Postgraduate,Partner,46094.0,62.0,12.0,2.0,20.0,3.0,2.0,5.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,52.0,2.0,0.0,969.270749587855,Gen X
Undergraduate,Partner,40321.0,59.0,44.0,4.0,21.0,6.0,0.0,27.0,2.0,3.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,53.0,2.0,0.0,395.30392156862746,Gen X
Undergraduate,Partner,37235.0,68.0,20.0,2.0,9.0,4.0,6.0,20.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,41.0,1.0,0.0,610.4098360655738,Millennials
Postgraduate,Partner,81843.0,13.0,779.0,79.5,537.0,34.0,69.0,126.5,1.0,5.0,9.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,65.0,0.0,0.0,49.81314668289714,Baby Boomers
Postgraduate,Partner,46692.0,37.0,170.0,6.0,97.0,24.0,12.0,88.0,3.0,6.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,67.0,1.0,0.0,117.61209068010075,Baby Boomers
Undergraduate,Partner,77382.0,36.0,491.0,48.0,231.0,112.0,81.0,126.5,2.0,5.0,7.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,57.0,1.0,0.0,69.02943800178411,Gen X
Undergraduate,Alone,37774.0,28.0,173.0,8.0,107.0,7.0,2.0,126.5,4.0,7.0,2.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,48.0,2.0,0.0,79.86046511627907,Gen X
Undergraduate,Partner,18393.0,2.0,7.0,10.0,13.0,16.0,0.0,4.0,2.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,51.0,1.0,0.0,367.86,Gen X
Postgraduate,Partner,72828.0,17.0,1205.0,0.0,235.0,19.0,14.0,126.5,6.0,6.0,3.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,63.0,1.0,0.0,43.401668653158524,Baby Boomers
Undergraduate,Partner,24711.0,86.0,10.0,7.0,25.0,6.0,3.0,7.0,1.0,3.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,43.0,0.0,0.0,426.05172413793105,Millennials
PhD,Partner,45503.0,54.0,97.0,4.0,44.0,6.0,1.0,18.0,1.0,3.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,50.0,1.0,0.0,267.66470588235296,Gen X
Postgraduate,Alone,6560.0,2.0,67.0,11.0,26.0,4.0,3.0,126.5,0.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,43.0,0.0,0.0,17.587131367292226,Millennials
PhD,Partner,71604.0,3.0,345.0,53.0,528.0,98.0,75.0,97.0,1.0,8.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,80.0,0.0,0.0,59.869565217391305,Silent Generation
Undergraduate,Partner,27244.0,84.0,6.0,5.0,17.0,3.0,24.0,46.0,2.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,46.0,1.0,0.0,269.74257425742576,Gen X
Undergraduate,Partner,48752.0,8.0,73.0,57.0,100.0,71.0,15.0,0.0,5.0,6.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,56.0,2.0,0.0,154.27848101265823,Gen X
Undergraduate,Partner,71434.0,4.0,711.0,36.0,217.0,120.5,81.0,126.5,3.0,7.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,63.0,1.0,0.0,51.02428571428572,Baby Boomers
Undergraduate,Alone,90842.0,57.0,774.0,70.0,118.0,120.5,81.0,93.0,1.0,4.0,9.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,77.0,0.0,0.0,63.793539325842694,Baby Boomers
Postgraduate,Partner,88097.0,24.0,163.0,0.0,480.0,0.0,81.0,75.0,1.0,6.0,5.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,47.0,1.0,0.0,104.3803317535545,Gen X
Undergraduate,Partner,51948.0,51.0,82.0,33.0,54.0,71.0,30.0,41.0,2.0,5.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,50.0,1.0,0.0,167.03536977491962,Gen X
Undergraduate,Partner,71853.0,29.0,358.0,79.5,413.0,120.5,81.0,32.0,1.0,2.0,8.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,43.0,0.0,0.0,62.53524804177545,Millennials
Postgraduate,Partner,35876.0,13.0,66.0,2.0,40.0,4.0,3.0,14.0,1.0,3.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,42.0,0.0,0.0,278.1085271317829,Millennials
Undergraduate,Alone,40049.0,23.0,13.0,6.0,7.0,0.0,3.0,3.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,73.0,1.0,0.0,969.270749587855,Baby Boomers
Undergraduate,Alone,39660.0,36.0,139.0,13.0,78.0,20.0,13.0,36.0,3.0,7.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,43.0,1.0,0.0,132.64214046822744,Millennials
Undergraduate,Partner,50127.0,88.0,274.0,0.0,21.0,4.0,6.0,15.0,1.0,5.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,63.0,1.0,0.0,156.646875,Baby Boomers
Postgraduate,Partner,43263.0,2.0,262.0,6.0,61.0,0.0,10.0,102.0,3.0,5.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,48.0,1.0,0.0,98.10204081632654,Gen X
Postgraduate,Partner,62845.0,3.0,1099.0,0.0,45.0,0.0,0.0,34.0,6.0,3.0,4.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,76.0,2.0,0.0,53.34889643463497,Baby Boomers
Undergraduate,Partner,18929.0,15.0,32.0,0.0,8.0,23.0,4.0,18.0,1.0,1.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,35.0,0.0,0.0,222.69411764705882,Millennials
Undergraduate,Alone,24367.0,58.0,2.0,4.0,2.0,0.0,11.0,5.0,1.0,1.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,43.0,1.0,0.0,969.270749587855,Millennials
Undergraduate,Alone,33249.0,11.0,6.0,10.0,21.0,19.0,14.0,42.0,2.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,50.0,1.0,0.0,296.86607142857144,Gen X
Postgraduate,Partner,26887.0,27.0,6.0,7.0,4.0,3.0,4.0,6.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,66.0,1.0,0.0,896.2333333333333,Baby Boomers
PhD,Partner,50150.0,32.0,135.0,46.0,92.0,65.0,61.0,11.0,2.0,5.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,42.0,0.0,0.0,122.3170731707317,Millennials
Undergraduate,Partner,62061.0,12.0,641.0,7.0,84.0,0.0,30.0,38.0,3.0,10.0,4.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,49.0,1.0,0.0,77.57625,Gen X
PhD,Alone,85696.0,88.0,714.0,76.0,395.0,116.0,0.0,12.0,1.0,4.0,6.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,63.0,0.0,0.0,65.26732673267327,Baby Boomers
PhD,Partner,76542.0,91.0,794.0,73.0,556.625,0.0,29.0,14.0,1.0,4.0,8.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,69.0,0.0,0.0,51.61294672960216,Baby Boomers
Undergraduate,Alone,70515.0,12.0,420.0,0.0,452.0,120.5,64.0,126.5,1.0,6.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,32.0,0.0,0.0,56.053259141494436,Millennials
Undergraduate,Partner,18227.0,21.0,1.0,2.0,7.0,4.0,3.0,11.0,1.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,38.0,1.0,0.0,650.9642857142857,Millennials
Undergraduate,Partner,69139.0,23.0,86.0,12.0,75.0,33.0,15.0,6.0,1.0,4.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,60.0,1.0,0.0,304.57709251101323,Gen X
Undergraduate,Partner,69109.0,10.0,823.0,25.0,459.0,120.5,29.0,95.0,1.0,6.0,6.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,43.0,0.0,0.0,44.44308681672026,Millennials
Undergraduate,Alone,69627.0,35.0,231.0,79.5,215.0,120.5,30.0,53.0,2.0,8.0,2.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,63.0,1.0,0.0,80.86759581881533,Baby Boomers
Undergraduate,Partner,38136.0,69.0,8.0,15.0,27.0,0.0,20.0,33.0,2.0,3.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,47.0,1.0,0.0,370.252427184466,Gen X
PhD,Alone,62159.0,68.0,182.0,17.0,259.0,77.0,70.0,29.0,1.0,6.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,79.0,0.0,0.0,98.04258675078864,Baby Boomers
Undergraduate,Alone,80695.0,85.0,557.0,79.5,556.625,120.5,37.0,18.0,1.0,5.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,62.0,0.0,0.0,42.07247132429614,Baby Boomers
Postgraduate,Alone,33316.0,34.0,79.0,1.0,31.0,4.0,4.0,12.0,3.0,2.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,54.0,2.0,0.0,254.3206106870229,Gen X
Undergraduate,Partner,58554.0,55.0,368.0,24.0,68.0,38.0,0.0,88.0,6.0,8.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,57.0,2.0,0.0,99.92150170648465,Gen X
Undergraduate,Partner,17256.0,10.0,6.0,4.0,14.0,8.0,8.0,22.0,2.0,2.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,33.0,1.0,0.0,278.3225806451613,Millennials
Undergraduate,Alone,53034.0,30.0,160.0,15.0,196.0,15.0,11.0,50.0,6.0,6.0,1.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,51.0,2.0,0.0,118.64429530201342,Gen X
Postgraduate,Partner,52203.0,36.0,488.0,21.0,238.0,56.0,81.0,28.0,1.0,8.0,7.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,75.0,0.0,0.0,55.594249201277954,Baby Boomers
Postgraduate,Alone,59601.0,14.0,691.0,7.0,69.0,0.0,7.0,23.0,4.0,2.0,2.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,48.0,1.0,0.0,74.78168130489335,Gen X
Postgraduate,Alone,75154.0,79.0,543.0,10.0,205.0,120.5,81.0,82.0,1.0,6.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,67.0,1.0,0.0,65.75153105861767,Baby Boomers
Undergraduate,Alone,47025.0,52.0,254.0,7.0,108.0,20.0,0.0,26.0,3.0,6.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,49.0,1.0,0.0,113.3132530120482,Gen X
Undergraduate,Partner,37971.0,97.0,5.0,4.0,10.0,2.0,2.0,7.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,52.0,1.0,0.0,969.270749587855,Gen X
Postgraduate,Alone,41335.0,24.0,112.0,19.0,21.0,16.0,14.0,5.0,3.0,4.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,57.0,1.0,0.0,221.0427807486631,Gen X
Undergraduate,Partner,67267.0,0.0,134.0,11.0,59.0,15.0,2.0,30.0,1.0,3.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,67.0,1.0,0.0,267.996015936255,Baby Boomers
Undergraduate,Alone,57338.0,96.0,143.0,6.0,52.0,11.0,8.0,17.0,2.0,4.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,50.0,1.0,0.0,241.93248945147678,Gen X
Postgraduate,Partner,50523.0,89.0,51.0,4.0,24.0,4.0,7.0,1.0,2.0,2.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,65.0,2.0,0.0,555.1978021978022,Baby Boomers
Postgraduate,Alone,35791.0,94.0,27.0,0.0,5.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,60.0,2.5,0.0,969.270749587855,Gen X
PhD,Alone,50611.0,98.0,459.0,0.0,24.0,6.0,0.0,4.0,6.0,4.0,5.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,65.0,1.0,0.0,102.65922920892496,Baby Boomers
