ID,Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,wines,fruits,meat,fist,sweets,golds,DealsPurchases,onlinePurchases,CatalogPurchases,StorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,month_enroll,year_enroll,Age,Childrens,customer_spending,Compaigns_Engagement,Income_to_Spending_Ratio,Generation
8104,1951,PhD,Partner,53312.0,2013-08-09,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,3,11,0,8,2013,74,0,278,0,191.76978417266187,Baby Boomers
4507,1952,Undergraduate,Alone,72228.0,2012-11-27,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,3,11,0,11,2012,73,0,1250,0,57.7824,Baby Boomers
11013,1987,Undergraduate,Partner,67605.0,2013-03-31,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,3,2013,38,0,938,0,72.07356076759062,Millennials
4491,1949,Postgraduate,Partner,62845.0,2012-10-01,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,0,10,2012,76,2,1178,1,53.34889643463497,Baby Boomers
3759,1958,Undergraduate,Partner,65196.0,2013-07-25,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,3,11,0,7,2013,67,2,1155,1,56.44675324675325,Baby Boomers
1162,1987,PhD,Alone,42000.0,2013-01-10,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,3,11,1,1,2013,38,0,653,0,64.31852986217459,Millennials
2055,1973,PhD,Alone,35860.0,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,5,2014,52,2,49,1,731.8367346938776,Gen X
10766,1964,PhD,Partner,65526.0,2014-04-11,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,3,11,0,4,2014,61,1,506,0,129.49802371541503,Baby Boomers
4415,1961,Undergraduate,Partner,16860.0,2012-09-12,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,3,11,0,9,2012,64,2,38,0,443.6842105263158,Baby Boomers
3005,1992,Undergraduate,Alone,83528.0,2014-05-01,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,3,11,1,5,2014,33,0,1650,2,50.62303030303031,Millennials
2223,1965,Postgraduate,Alone,64176.0,2012-08-03,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,3,11,0,8,2012,60,1,1826,0,35.14567360350493,Gen X
4817,1956,Undergraduate,Alone,22304.0,2012-08-04,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,8,2012,69,0,18,0,1239.111111111111,Baby Boomers
2875,1978,Undergraduate,Partner,67023.0,2014-03-04,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,3,11,0,3,2014,47,0,906,0,73.97682119205298,Gen X
10536,1971,PhD,Partner,32892.0,2014-05-25,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,3,11,0,5,2014,54,1,46,0,715.0434782608696,Gen X
11112,1966,Undergraduate,Partner,70713.0,2012-12-03,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,3,11,0,12,2012,59,1,1477,0,47.87610020311442,Gen X
3807,1955,Undergraduate,Partner,59925.0,2012-11-30,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,3,11,0,11,2012,70,1,766,0,78.23107049608355,Baby Boomers
9197,1953,Undergraduate,Partner,39722.0,2014-02-24,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,3,11,0,2,2014,72,1,47,0,845.1489361702128,Baby Boomers
10832,1958,Undergraduate,Partner,46610.0,2013-07-18,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,3,11,0,7,2013,67,0,467,0,99.80728051391864,Baby Boomers
6421,1961,Undergraduate,Partner,88347.0,2013-07-03,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,3,11,0,7,2013,64,0,2116,1,41.75189035916824,Baby Boomers
4207,1981,PhD,Partner,87171.0,2013-05-01,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,3,11,0,5,2013,44,0,1298,2,67.15793528505392,Millennials
577,1976,Postgraduate,Partner,26907.0,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,3,11,0,8,2013,49,2,22,0,1223.0454545454545,Gen X
10855,1968,Postgraduate,Alone,50014.0,2014-01-22,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,3,11,0,1,2014,57,1,396,0,126.2979797979798,Gen X
3081,1978,PhD,Partner,41014.0,2013-04-22,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,4,2013,47,1,20,0,2050.7,Gen X
3535,1965,Undergraduate,Alone,66294.0,2014-03-17,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,3,11,0,3,2014,60,0,967,0,68.55635987590486,Gen X
247,1971,Undergraduate,Partner,36715.0,2012-11-17,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,3,11,1,11,2012,54,1,357,0,102.84313725490196,Gen X
8707,1956,Undergraduate,Partner,79456.0,2012-08-22,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,8,2012,69,0,1401,0,56.71377587437544,Baby Boomers
9523,1982,Undergraduate,Partner,40479.0,2013-08-17,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,3,11,0,8,2013,43,1,15,0,2698.6,Millennials
6072,1970,Postgraduate,Alone,75345.0,2013-02-02,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,3,11,1,2,2013,55,0,2087,1,36.10206037374221,Gen X
6295,1977,Undergraduate,Partner,54233.0,2013-02-04,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,3,11,0,2,2013,48,1,981,0,55.28338430173292,Gen X
10914,1970,Undergraduate,Alone,24163.0,2013-10-12,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,3,11,0,10,2013,55,2,17,0,1421.3529411764705,Gen X
1509,1958,PhD,Partner,84460.0,2013-01-04,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,3,11,1,1,2013,67,0,523,4,161.49139579349904,Baby Boomers
5577,1983,Undergraduate,Partner,43776.0,2014-05-03,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,3,11,0,5,2014,42,1,23,0,1903.304347826087,Millennials
7348,1958,PhD,Alone,71691.0,2014-03-17,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,3,11,1,3,2014,67,0,1192,0,60.14345637583892,Baby Boomers
1127,1973,PhD,Partner,85844.0,2014-05-29,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,3,11,0,5,2014,52,0,1958,1,43.842696629213485,Gen X
1833,1974,PhD,Alone,39190.0,2014-04-26,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,3,11,0,4,2014,51,1,133,0,294.6616541353383,Gen X
4944,1959,Undergraduate,Partner,71367.0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,8,2013,66,0,777,0,91.84942084942084,Baby Boomers
9080,1972,PhD,Alone,38578.0,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,3,11,0,6,2013,53,2,73,0,528.4657534246576,Gen X
6466,1965,PhD,Partner,57236.0,2014-03-12,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,3,11,0,3,2014,60,2,121,0,473.02479338842977,Gen X
9964,1979,Undergraduate,Alone,61825.0,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0,8,2013,46,1,424,0,145.81367924528303,Gen X
4790,1958,Undergraduate,Alone,79803.0,2014-06-02,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,3,11,0,6,2014,67,1,868,0,91.9389400921659,Baby Boomers
10245,1986,Postgraduate,Alone,80910.0,2012-10-31,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,3,11,0,10,2012,39,0,756,0,107.02380952380952,Millennials
1109,1982,Postgraduate,Partner,27590.0,2013-04-23,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,4,2013,43,1,12,0,2299.1666666666665,Millennials
6001,1979,Undergraduate,Partner,56775.0,2013-01-02,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,3,11,0,1,2013,46,1,937,0,60.5923159018143,Gen X
5538,1975,Undergraduate,Alone,83829.0,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,10,2013,50,0,1862,3,45.02094522019334,Gen X
10552,1979,Postgraduate,Partner,54210.0,2013-05-20,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,3,11,0,5,2013,46,1,367,0,147.71117166212534,Gen X
1545,1986,Undergraduate,Partner,38508.0,2013-08-02,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,3,11,0,8,2013,39,1,443,0,86.9255079006772,Millennials
7409,1970,Undergraduate,Partner,53187.0,2013-10-26,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,3,11,0,10,2013,55,1,267,0,199.2022471910112,Gen X
4444,1972,Undergraduate,Partner,30023.0,2014-03-24,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,3,11,0,3,2014,53,1,61,0,492.1803278688525,Gen X
146,1960,PhD,Alone,76045.0,2013-11-15,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,3,11,0,11,2013,65,0,1323,1,57.479213907785336,Baby Boomers
6271,1952,PhD,Partner,50870.0,2014-06-19,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,3,11,0,6,2014,73,1,63,0,807.4603174603175,Baby Boomers
10065,1970,Postgraduate,Partner,15315.0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,8,2013,55,0,64,0,239.296875,Gen X
4741,1974,Postgraduate,Partner,65463.0,2014-01-30,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,3,11,0,1,2014,51,1,562,1,116.48220640569394,Gen X
246,1965,Undergraduate,Partner,66480.0,2014-05-31,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,3,11,0,5,2014,60,2,312,0,213.07692307692307,Gen X
375,1954,Undergraduate,Alone,76773.0,2013-02-25,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,3,11,0,2,2013,71,0,1156,0,66.41262975778547,Baby Boomers
1524,1983,Postgraduate,Alone,81698.0,2013-03-01,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,3,11,1,3,2013,42,0,1104,1,74.0018115942029,Millennials
10022,1973,PhD,Alone,54466.0,2014-02-09,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,3,11,0,2,2014,52,2,16,0,3404.125,Gen X
7451,1960,Postgraduate,Alone,98777.0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,2,2014,65,0,2008,1,49.19173306772908,Baby Boomers
11010,1984,PhD,Alone,16269.0,2013-08-30,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,3,11,0,8,2013,41,1,44,0,369.75,Millennials
4356,1971,Undergraduate,Partner,71819.0,2013-08-28,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,3,11,0,8,2013,54,1,1574,2,45.62833545108005,Gen X
3885,1983,PhD,Partner,33569.0,2013-10-16,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,3,11,1,10,2013,42,1,63,1,532.8412698412699,Millennials
1175,1983,Postgraduate,Partner,36262.0,2013-09-20,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,3,11,1,9,2013,42,0,426,1,85.12206572769954,Millennials
880,1966,Undergraduate,Partner,22634.0,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,3,11,0,1,2013,59,0,96,0,235.77083333333331,Gen X
2320,1978,Postgraduate,Partner,47025.0,2013-09-12,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,3,11,0,9,2013,47,1,635,0,74.05511811023622,Gen X
850,1968,Undergraduate,Alone,70566.0,2013-10-06,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,3,11,0,10,2013,57,1,757,0,93.21796565389695,Gen X
4713,1979,PhD,Partner,31605.0,2012-11-22,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,3,11,0,11,2012,46,1,125,0,252.84,Gen X
675,1973,Postgraduate,Alone,52034.0,2013-05-17,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,3,11,0,5,2013,52,2,332,0,156.7289156626506,Gen X
5025,1979,Undergraduate,Alone,48526.0,2013-12-24,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,3,11,0,12,2013,46,1,135,0,359.45185185185187,Gen X
2308,1954,Undergraduate,Partner,46734.0,2012-11-18,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,3,11,0,11,2012,71,1,330,0,141.61818181818182,Baby Boomers
5995,1962,Undergraduate,Alone,39552.0,2012-12-18,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,3,11,1,12,2012,63,2,384,0,103.0,Baby Boomers
6749,1966,Undergraduate,Alone,86358.0,2012-08-08,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,3,11,0,8,2012,59,2,1722,0,50.149825783972126,Gen X
1010,1977,Undergraduate,Partner,46931.0,2014-04-24,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,3,11,0,4,2014,48,3,78,0,601.6794871794872,Gen X
8977,1985,Undergraduate,Alone,16581.0,2013-01-12,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,3,11,0,1,2013,40,0,24,0,690.875,Millennials
4756,1952,Postgraduate,Alone,63998.0,2013-12-20,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,3,11,1,12,2013,73,0,1168,0,54.792808219178085,Baby Boomers
3412,1951,Postgraduate,Partner,67381.0,2013-01-15,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,3,11,0,1,2013,74,1,957,1,70.4085684430512,Baby Boomers
606,1967,Undergraduate,Alone,25930.0,2013-10-10,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,10,2013,58,2,15,0,1728.6666666666667,Gen X
5961,1978,Undergraduate,Partner,42693.0,2014-06-07,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,3,11,0,6,2014,47,1,57,0,749.0,Gen X
2975,1976,Undergraduate,Partner,85606.0,2012-11-12,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,3,11,0,11,2012,49,1,1956,1,43.76584867075665,Gen X
2894,1985,Undergraduate,Alone,72903.0,2013-10-29,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,3,11,1,10,2013,40,0,2013,3,36.216095380029806,Millennials
7613,1974,Postgraduate,Partner,49669.0,2014-05-24,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,3,11,0,5,2014,51,1,326,0,152.35889570552146,Gen X
10542,1968,PhD,Partner,36778.0,2012-08-05,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,3,11,0,8,2012,57,2,77,0,477.6363636363636,Gen X
8015,1962,PhD,Alone,85696.0,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,5,2013,63,0,1313,0,65.26732673267327,Baby Boomers
10617,1989,Postgraduate,Alone,10979.0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,5,2014,36,0,30,0,365.9666666666666,Millennials
11166,1961,Undergraduate,Partner,49678.0,2013-02-02,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,3,11,0,2,2013,64,1,315,0,157.7079365079365,Baby Boomers
849,1953,Postgraduate,Partner,56129.0,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,3,11,0,6,2013,72,1,660,0,85.0439393939394,Baby Boomers
523,1989,Undergraduate,Partner,37155.0,2013-01-31,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,1,2013,36,1,74,0,502.0945945945946,Millennials
4066,1978,Postgraduate,Alone,21282.0,2014-05-11,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,3,11,0,5,2014,47,1,46,0,462.6521739130435,Gen X
8414,1962,PhD,Alone,33419.0,2013-08-17,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,3,11,0,8,2013,63,1,86,0,388.59302325581393,Baby Boomers
819,1945,Undergraduate,Alone,63285.0,2013-11-05,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,3,11,0,11,2013,80,0,1103,0,57.37533998186763,Silent Generation
4961,1974,Postgraduate,Partner,21255.0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,3,11,0,1,2014,51,1,61,0,348.44262295081967,Gen X
749,1981,Undergraduate,Partner,42162.0,2013-11-19,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,3,11,1,11,2013,44,1,145,1,290.77241379310345,Millennials
5430,1956,Undergraduate,Partner,54450.0,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,9,2012,69,2,684,0,79.60526315789474,Baby Boomers
7755,1954,PhD,Partner,57744.0,2013-11-12,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,3,11,0,11,2013,71,1,411,0,140.4963503649635,Baby Boomers
10525,1986,Undergraduate,Alone,26576.0,2012-10-13,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,3,11,1,10,2012,39,1,27,1,984.2962962962964,Millennials
1453,1943,PhD,Alone,57513.0,2013-07-06,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,3,11,0,7,2013,82,0,1060,0,54.25754716981132,Silent Generation
8310,1964,Undergraduate,Partner,68142.0,2012-08-29,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,3,11,0,8,2012,61,1,1459,0,46.70459218642906,Baby Boomers
10710,1979,Undergraduate,Partner,7500.0,2012-08-29,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,8,2012,46,1,18,0,416.6666666666667,Gen X
5031,1974,Undergraduate,Partner,83145.0,2012-09-22,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,3,11,1,9,2012,51,0,1833,1,45.36006546644845,Gen X
2613,1960,Postgraduate,Partner,54197.0,2014-04-03,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,3,11,0,4,2014,65,1,237,0,228.6793248945148,Baby Boomers
213,1963,PhD,Alone,23091.0,2014-05-28,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,3,11,0,5,2014,62,2,48,0,481.0625,Baby Boomers
967,1976,Undergraduate,Partner,46049.0,2013-07-21,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,3,11,1,7,2013,49,2,515,0,89.41553398058252,Gen X
1077,1974,Undergraduate,Partner,56715.0,2012-12-05,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0,12,2012,51,0,1020,0,55.60294117647059,Gen X
7959,1961,Undergraduate,Partner,79410.0,2014-05-29,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,3,11,0,5,2014,64,0,1370,0,57.96350364963504,Baby Boomers
640,1951,Undergraduate,Partner,57304.0,2013-03-11,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,3,11,0,3,2013,74,1,1026,0,55.851851851851855,Baby Boomers
4252,1965,Undergraduate,Partner,44375.0,2014-03-23,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,3,11,0,3,2014,60,1,301,0,147.4252491694352,Gen X
8432,1956,Undergraduate,Partner,54450.0,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,9,2012,69,2,684,0,79.60526315789474,Baby Boomers
6218,1965,Undergraduate,Partner,59594.0,2012-10-20,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,3,11,0,10,2012,60,1,499,1,119.42685370741484,Gen X
6905,1994,Undergraduate,Partner,80685.0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,3,11,0,8,2012,31,0,1004,0,80.36354581673307,Millennials
5922,1974,PhD,Partner,40344.0,2013-10-13,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,3,11,0,10,2013,51,1,218,0,185.06422018348624,Gen X
3598,1972,Undergraduate,Partner,62710.0,2013-05-23,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,3,11,0,5,2013,53,1,606,0,103.48184818481847,Gen X
6116,1968,Postgraduate,Partner,48985.0,2013-07-05,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,3,11,0,7,2013,57,1,75,0,653.1333333333333,Gen X
6263,1968,Undergraduate,Partner,35322.0,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,3,11,0,8,2012,57,3,106,0,333.22641509433964,Gen X
10486,1948,Undergraduate,Partner,77142.0,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,3,11,0,5,2013,77,0,990,0,77.92121212121212,Baby Boomers
2410,1969,Undergraduate,Alone,81657.0,2014-01-22,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,3,11,0,1,2014,56,0,1097,0,74.43664539653601,Gen X
193,1996,Undergraduate,Partner,14421.0,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,3,11,0,2,2014,29,0,16,1,901.3125,Millennials
3363,1974,Postgraduate,Partner,20130.0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,3,2014,51,0,34,0,592.0588235294117,Gen X
8278,1990,PhD,Partner,74214.0,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,3,11,0,8,2012,35,0,1711,0,43.37463471654004,Millennials
10660,1957,Postgraduate,Partner,66726.0,2014-01-12,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,3,11,0,1,2014,68,2,438,1,152.34246575342465,Baby Boomers
8686,1979,Undergraduate,Partner,23724.0,2013-01-08,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1,2013,46,1,75,0,316.32,Gen X
1604,1960,Postgraduate,Partner,47353.0,2013-11-13,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,3,11,0,11,2013,65,1,225,0,210.45777777777775,Baby Boomers
5907,1952,Postgraduate,Partner,33444.0,2012-11-03,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,11,2012,73,2,18,0,1858.0,Baby Boomers
10669,1981,Undergraduate,Partner,54386.0,2013-05-17,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,3,11,0,5,2013,44,1,470,0,115.71489361702127,Millennials
2918,1981,Undergraduate,Alone,28510.0,2013-04-13,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,3,11,0,4,2013,44,2,91,0,313.2967032967033,Millennials
5735,1991,Postgraduate,Alone,90638.0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,3,11,0,2,2014,34,0,2525,1,35.896237623762374,Millennials
359,1950,Undergraduate,Partner,48070.0,2013-01-13,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,3,11,0,1,2013,75,1,504,0,95.37698412698413,Baby Boomers
8387,1957,Undergraduate,Partner,43140.0,2013-01-05,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,3,11,0,1,2013,68,1,235,0,183.5744680851064,Baby Boomers
1829,1961,PhD,Alone,54959.0,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,3,11,1,1,2013,64,1,1232,1,44.609577922077925,Baby Boomers
3839,1958,Undergraduate,Alone,15056.0,2013-05-03,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,3,11,0,5,2013,67,2,88,0,171.0909090909091,Baby Boomers
9392,1971,Undergraduate,Alone,26954.0,2014-05-08,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,5,2014,54,1,17,0,1585.529411764706,Gen X
2292,1985,Undergraduate,Alone,22327.0,2013-08-02,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0,8,2013,40,1,24,0,930.2916666666666,Millennials
10466,1965,Undergraduate,Partner,44393.0,2013-08-22,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,3,11,0,8,2013,60,2,60,0,739.8833333333333,Gen X
9855,1952,PhD,Alone,62000.0,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,3,11,0,8,2013,73,1,1020,1,60.78431372549019,Baby Boomers
4088,1962,PhD,Partner,31497.0,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,3,11,0,12,2012,63,1,155,0,203.20645161290324,Baby Boomers
5231,1974,Postgraduate,Partner,45894.0,2014-02-27,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,3,11,0,2,2014,51,2,51,0,899.8823529411765,Gen X
590,1970,Postgraduate,Alone,78579.0,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,12,2012,55,0,1812,0,43.365894039735096,Gen X
8732,1969,Postgraduate,Alone,67369.0,2012-11-17,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,3,11,1,11,2012,56,1,1461,2,46.11156741957564,Gen X
2315,1960,Undergraduate,Alone,58401.0,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,3,11,0,4,2014,65,1,96,0,608.34375,Baby Boomers
3515,1952,Undergraduate,Alone,62307.0,2014-02-17,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,3,11,0,2,2014,73,1,160,0,389.41875,Baby Boomers
2245,1969,Postgraduate,Partner,43641.0,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,3,11,0,4,2013,56,2,139,0,313.9640287769784,Gen X
6283,1968,Postgraduate,Alone,63841.0,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,4,2013,57,1,908,0,70.30947136563877,Gen X
2246,1965,Postgraduate,Partner,46891.0,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0,9,2013,60,1,183,0,256.23497267759564,Gen X
6606,1969,Postgraduate,Partner,70091.0,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,3,11,0,3,2013,56,1,1161,1,60.37123169681309,Gen X
