Education,Marital_Status,Income,Recency,wines,fruits,meat,fist,sweets,golds,DealsPurchases,onlinePurchases,CatalogPurchases,StorePurchases,NumWebVisitsMonth,Age,Childrens,Spending-to-Income-Ratio,Cluster,Cluster_Category
Undergraduate,Alone,22304.0,91,3,2,7,0,4,2,1,1,0,2,8,69,0,0.080703012912482,0,Low Spenders
Undergraduate,Partner,67023.0,93,444,44,382,11,8,17,1,3,7,13,2,47,0,1.351774763887024,1,Moderate Spenders
PhD,Partner,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,54,1,0.1398516356560866,0,Low Spenders
Undergraduate,Partner,70713.0,23,736,114,279,82,76,190,6,5,6,8,3,59,1,2.0887248455022416,1,Moderate Spenders
Undergraduate,Partner,59925.0,83,473,21,176,19,21,56,3,9,2,9,6,70,1,1.278264497288277,1,Moderate Spenders
Undergraduate,Partner,39722.0,92,32,0,5,2,0,8,2,2,0,3,5,72,1,0.1183223402648406,0,Low Spenders
Undergraduate,Partner,46610.0,4,288,10,30,4,10,125,1,6,1,6,6,67,0,1.001930916112422,0,Low Spenders
Undergraduate,Partner,88347.0,32,1050,178,555,77,138,118,1,4,7,9,1,64,0,2.3951011352960485,1,Moderate Spenders
PhD,Partner,87171.0,27,1001,44,107,58,44,44,1,6,7,11,2,44,0,1.489027314129699,1,Moderate Spenders
Postgraduate,Partner,26907.0,10,9,1,7,0,3,2,2,1,0,3,7,49,2,0.0817631099713829,0,Low Spenders
Postgraduate,Alone,50014.0,9,234,14,77,19,10,42,2,4,1,8,5,57,1,0.791778302075419,0,Low Spenders
PhD,Partner,41014.0,65,7,2,6,2,0,3,1,1,0,2,7,47,1,0.0487638367386746,0,Low Spenders
Undergraduate,Alone,66294.0,68,251,108,334,65,92,117,1,4,3,5,2,60,0,1.4586538751621565,1,Moderate Spenders
Undergraduate,Partner,36715.0,16,172,10,125,21,13,16,6,7,2,4,9,54,1,0.9723546234509056,0,Low Spenders
Undergraduate,Partner,79456.0,12,565,42,548,64,83,99,1,5,6,4,3,69,0,1.7632400322190898,1,Moderate Spenders
Undergraduate,Partner,40479.0,95,5,0,8,2,0,0,1,0,0,3,4,43,1,0.0370562513896094,0,Low Spenders
Postgraduate,Alone,75345.0,16,918,57,842,99,38,133,1,5,8,6,3,55,0,2.7699250116132457,1,Moderate Spenders
Undergraduate,Partner,54233.0,46,652,8,158,21,0,142,4,11,6,5,8,48,1,1.808861763133148,1,Moderate Spenders
Undergraduate,Alone,24163.0,3,4,1,7,2,1,2,2,1,0,3,4,55,2,0.070355502214129,0,Low Spenders
PhD,Partner,84460.0,80,152,27,103,106,54,81,0,9,9,4,5,67,0,0.6192280369405636,1,Moderate Spenders
Undergraduate,Partner,43776.0,77,8,0,9,2,1,3,1,1,0,2,6,42,1,0.0525402046783625,0,Low Spenders
PhD,Alone,71691.0,0,336,130,411,240,32,43,1,4,7,5,2,67,0,1.662691272265696,1,Moderate Spenders
PhD,Partner,85844.0,62,938,19,843,25,95,38,1,6,6,7,2,52,0,2.280881599179908,1,Moderate Spenders
PhD,Alone,39190.0,91,68,8,18,19,8,12,2,2,1,4,5,51,1,0.3393722888491962,0,Low Spenders
Undergraduate,Partner,71367.0,24,227,23,389,42,21,75,1,4,5,7,2,66,0,1.0887384925806043,1,Moderate Spenders
PhD,Alone,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,53,2,0.1892270205816786,0,Low Spenders
PhD,Partner,57236.0,22,105,0,9,2,1,4,3,2,1,4,3,60,2,0.2114054091830316,1,Moderate Spenders
Undergraduate,Alone,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,46,1,0.6858067124949454,1,Moderate Spenders
Undergraduate,Alone,79803.0,54,574,8,216,21,16,33,1,4,3,5,1,67,1,1.087678408079897,1,Moderate Spenders
Postgraduate,Alone,80910.0,71,160,80,369,67,39,41,1,3,3,8,1,39,0,0.9343715239154616,1,Moderate Spenders
Postgraduate,Partner,27590.0,38,6,0,5,0,0,1,1,1,0,2,7,43,1,0.0434940195723088,0,Low Spenders
Undergraduate,Partner,56775.0,62,614,35,160,58,35,35,2,5,8,10,5,46,1,1.6503742844561866,1,Moderate Spenders
Undergraduate,Alone,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,50,0,2.2211883715659257,1,Moderate Spenders
Postgraduate,Partner,54210.0,18,70,54,109,80,9,45,2,4,1,7,5,46,1,0.6769968640472237,1,Moderate Spenders
Undergraduate,Partner,38508.0,95,120,19,206,25,19,54,6,7,2,5,8,39,1,1.1504103043523424,0,Low Spenders
Undergraduate,Partner,53187.0,66,211,2,30,7,7,10,2,4,1,6,5,55,1,0.5020023689999437,1,Moderate Spenders
Undergraduate,Partner,30023.0,28,11,0,16,7,6,21,1,2,0,3,8,53,1,0.2031775638677014,0,Low Spenders
PhD,Alone,76045.0,78,760,53,400,17,93,0,1,4,5,11,2,65,0,1.7397593530146624,1,Moderate Spenders
PhD,Partner,50870.0,13,53,0,8,0,0,2,1,2,0,3,5,73,1,0.1238450953410654,0,Low Spenders
Postgraduate,Partner,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,55,0,0.4178909565785178,0,Low Spenders
Postgraduate,Partner,65463.0,17,391,32,70,21,32,16,2,6,2,9,5,51,1,0.8585002214991675,1,Moderate Spenders
Undergraduate,Partner,66480.0,71,199,9,57,20,21,6,7,4,1,7,4,60,2,0.4693140794223827,1,Moderate Spenders
Undergraduate,Alone,76773.0,79,516,56,449,86,33,16,1,2,2,11,1,71,0,1.505737694241465,1,Moderate Spenders
Postgraduate,Alone,81698.0,1,709,45,115,30,160,45,1,8,2,5,5,42,0,1.3513182697250852,1,Moderate Spenders
PhD,Alone,54466.0,78,12,0,4,0,0,0,1,1,0,2,5,52,2,0.0293761245547681,1,Moderate Spenders
Postgraduate,Alone,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,65,0,2.03286190104984,1,Moderate Spenders
PhD,Alone,16269.0,75,19,3,18,3,1,0,3,3,0,3,8,41,1,0.2704530087897228,0,Low Spenders
Undergraduate,Partner,71819.0,70,1224,28,140,0,14,168,3,3,3,5,6,54,1,2.1916206017906124,1,Moderate Spenders
PhD,Partner,33569.0,10,16,2,18,3,0,24,1,1,1,2,8,42,1,0.1876731508236766,0,Low Spenders
Postgraduate,Partner,36262.0,24,88,39,54,64,28,153,1,3,5,3,6,42,0,1.1747835199382273,0,Low Spenders
Undergraduate,Partner,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,59,0,0.4241406733233189,0,Low Spenders
Postgraduate,Partner,47025.0,98,508,11,59,23,5,29,5,11,1,6,9,47,1,1.3503455608718768,0,Low Spenders
Undergraduate,Alone,70566.0,4,381,28,215,84,28,21,2,6,5,9,3,57,1,1.0727545843607402,1,Moderate Spenders
PhD,Partner,31605.0,15,74,0,42,2,1,6,2,2,1,4,7,46,1,0.3955070400253124,0,Low Spenders
Postgraduate,Alone,52034.0,67,146,0,93,7,13,73,5,4,2,5,7,52,2,0.6380443556136373,0,Low Spenders
Undergraduate,Alone,48526.0,32,23,17,23,43,20,9,1,2,1,4,3,46,1,0.2782013765816263,0,Low Spenders
Undergraduate,Partner,46734.0,40,110,5,137,26,23,29,2,6,1,5,7,71,1,0.7061240210553344,0,Low Spenders
Undergraduate,Alone,39552.0,54,165,3,147,4,24,41,7,6,2,5,8,63,2,0.9708737864077668,0,Low Spenders
Undergraduate,Alone,86358.0,78,957,47,494,82,47,95,4,5,3,6,8,59,2,1.994024873202251,1,Moderate Spenders
Undergraduate,Partner,46931.0,94,41,0,17,3,1,16,2,1,1,3,3,48,3,0.166201444674096,0,Low Spenders
Undergraduate,Alone,16581.0,51,1,3,4,2,3,11,1,0,0,3,4,40,0,0.1447439840781617,0,Low Spenders
Postgraduate,Alone,63998.0,42,176,29,818,0,33,112,1,7,6,11,4,73,0,1.8250570330322824,1,Moderate Spenders
Postgraduate,Partner,67381.0,67,815,8,53,11,0,70,4,2,2,9,7,74,1,1.42028168177973,1,Moderate Spenders
Undergraduate,Alone,25930.0,87,6,1,2,2,0,4,1,1,0,2,7,58,2,0.0578480524489008,0,Low Spenders
Undergraduate,Partner,42693.0,29,8,4,20,6,3,16,1,1,0,3,5,47,1,0.1335113484646194,0,Low Spenders
Undergraduate,Partner,85606.0,89,717,42,864,219,30,84,2,6,7,9,3,49,1,2.284886573371025,1,Moderate Spenders
Undergraduate,Alone,72903.0,74,1067,138,750,0,19,39,1,7,5,8,4,40,0,2.761203242664911,1,Moderate Spenders
Postgraduate,Partner,49669.0,97,166,5,107,11,8,29,2,5,1,6,6,51,1,0.65634500392599,0,Low Spenders
PhD,Partner,36778.0,63,29,4,34,2,4,4,3,3,0,3,9,57,2,0.2093642938713361,0,Low Spenders
PhD,Alone,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,63,0,1.5321601941747574,1,Moderate Spenders
Postgraduate,Alone,10979.0,34,8,4,10,2,2,4,2,3,0,3,5,36,0,0.2732489297750251,0,Low Spenders
Undergraduate,Partner,49678.0,81,229,5,56,3,2,20,2,6,2,4,7,64,1,0.6340834977253512,0,Low Spenders
Postgraduate,Partner,56129.0,65,320,48,133,39,72,48,4,6,2,10,4,72,1,1.175862744748704,1,Moderate Spenders
Undergraduate,Partner,37155.0,51,23,0,26,7,15,3,1,2,0,4,5,36,1,0.1991656573812407,0,Low Spenders
Postgraduate,Alone,21282.0,76,1,5,8,4,8,20,2,2,1,2,6,47,1,0.2161450991448172,0,Low Spenders
PhD,Alone,33419.0,76,56,0,12,0,0,18,2,2,0,4,7,63,1,0.2573386396959813,0,Low Spenders
Undergraduate,Alone,63285.0,84,508,124,249,50,38,134,1,6,5,13,3,80,0,1.7429090621790315,1,Moderate Spenders
Postgraduate,Partner,21255.0,56,29,0,25,2,2,3,4,2,1,4,4,51,1,0.2869912961656081,0,Low Spenders
Undergraduate,Partner,42162.0,31,46,7,59,2,4,27,2,3,1,3,6,44,1,0.3439115791470993,0,Low Spenders
Undergraduate,Partner,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,69,2,1.256198347107438,1,Moderate Spenders
PhD,Partner,57744.0,91,350,3,39,0,0,19,2,9,1,4,8,71,1,0.7117622610141313,1,Moderate Spenders
Undergraduate,Alone,26576.0,40,10,0,8,0,0,9,1,1,0,2,9,39,1,0.1015954244431065,0,Low Spenders
PhD,Alone,57513.0,59,735,40,183,52,20,30,2,9,3,13,6,82,0,1.8430615686888183,1,Moderate Spenders
Undergraduate,Partner,68142.0,96,897,126,196,91,112,37,3,10,4,7,6,61,1,2.1411170790408267,1,Moderate Spenders
Undergraduate,Partner,7500.0,61,5,2,3,3,0,5,1,1,0,2,8,46,1,0.24,0,Low Spenders
Undergraduate,Partner,83145.0,14,777,35,731,39,137,114,1,5,9,11,2,51,0,2.2045823561248423,1,Moderate Spenders
Postgraduate,Partner,54197.0,16,162,6,37,6,13,13,2,1,3,6,1,65,1,0.4372935771352658,1,Moderate Spenders
PhD,Alone,23091.0,98,35,0,11,0,0,2,4,2,1,3,7,62,2,0.2078731973496167,0,Low Spenders
Undergraduate,Partner,46049.0,11,342,9,112,19,14,19,10,5,2,9,7,49,2,1.1183739060565918,0,Low Spenders
Undergraduate,Partner,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,51,0,1.798466014281936,1,Moderate Spenders
Undergraduate,Partner,79410.0,19,658,80,483,123,13,13,1,3,2,5,1,64,0,1.7252235234857072,1,Moderate Spenders
Undergraduate,Partner,57304.0,61,356,80,329,138,17,106,2,7,6,10,5,74,1,1.790450928381963,1,Moderate Spenders
Undergraduate,Partner,44375.0,73,213,5,28,7,7,41,1,4,1,6,5,60,1,0.6783098591549296,0,Low Spenders
Undergraduate,Partner,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,69,2,1.256198347107438,1,Moderate Spenders
Undergraduate,Partner,59594.0,74,457,4,29,0,0,9,1,8,1,7,7,60,1,0.8373326173775884,1,Moderate Spenders
Undergraduate,Partner,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,31,0,1.244345293425048,1,Moderate Spenders
PhD,Partner,40344.0,48,210,0,6,0,0,2,2,4,1,5,7,51,1,0.5403529645052548,0,Low Spenders
Undergraduate,Partner,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,53,1,0.9663530537394356,1,Moderate Spenders
Postgraduate,Partner,48985.0,13,19,13,18,10,7,8,1,1,1,3,3,57,1,0.153108094314586,0,Low Spenders
Undergraduate,Partner,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,57,3,0.3000962572900741,0,Low Spenders
Undergraduate,Partner,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,77,0,1.2833475927510305,1,Moderate Spenders
Undergraduate,Alone,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,56,0,1.3434243236954575,1,Moderate Spenders
Undergraduate,Partner,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,29,0,0.1109493100339782,0,Low Spenders
Postgraduate,Partner,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,51,0,0.1689021361152508,0,Low Spenders
PhD,Partner,74214.0,3,863,83,547,86,99,33,1,8,2,5,5,35,0,2.3054949200959385,1,Moderate Spenders
Postgraduate,Partner,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,68,2,0.6564157899469472,1,Moderate Spenders
Undergraduate,Partner,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,46,1,0.3161355589276682,0,Low Spenders
Postgraduate,Partner,47353.0,93,184,2,19,8,8,4,3,2,2,6,5,65,1,0.4751546892488332,0,Low Spenders
Postgraduate,Partner,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,73,2,0.053821313240043,0,Low Spenders
Undergraduate,Partner,54386.0,8,277,21,64,62,21,25,2,3,2,10,3,44,1,0.8641929908432316,1,Moderate Spenders
Undergraduate,Alone,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,44,2,0.3191862504384426,0,Low Spenders
Postgraduate,Alone,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,34,0,2.7858072773009117,1,Moderate Spenders
Undergraduate,Partner,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,75,1,1.0484709798210945,0,Low Spenders
Undergraduate,Partner,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,68,1,0.5447380621233194,0,Low Spenders
PhD,Alone,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,64,1,2.2416710638839863,1,Moderate Spenders
Undergraduate,Alone,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,67,2,0.5844845908607864,0,Low Spenders
Undergraduate,Alone,26954.0,17,4,1,11,0,0,1,1,1,0,2,7,54,1,0.0630704162647473,0,Low Spenders
Undergraduate,Alone,22327.0,94,5,4,8,2,0,5,1,1,0,3,5,40,1,0.1074931697048416,0,Low Spenders
Undergraduate,Partner,44393.0,86,24,2,20,2,2,10,2,1,0,4,4,60,2,0.1351564435834478,0,Low Spenders
PhD,Alone,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,73,1,1.6451612903225807,1,Moderate Spenders
PhD,Partner,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,63,1,0.4921103597167984,0,Low Spenders
Postgraduate,Partner,45894.0,15,27,2,7,0,2,13,1,1,0,3,5,51,2,0.1111256373382141,0,Low Spenders
Postgraduate,Alone,78579.0,35,816,66,549,216,66,99,1,5,6,4,3,55,0,2.305959607528729,1,Moderate Spenders
Postgraduate,Alone,67369.0,81,1298,0,70,37,14,42,4,7,4,10,4,56,1,2.168653238136235,1,Moderate Spenders
Undergraduate,Alone,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,65,1,0.1643807469050187,1,Moderate Spenders
Undergraduate,Alone,62307.0,94,87,13,34,10,6,10,1,4,0,4,5,73,1,0.2567929767120869,1,Moderate Spenders
Postgraduate,Partner,43641.0,50,57,2,51,4,2,23,3,2,1,4,6,56,2,0.318507825210238,0,Low Spenders
Postgraduate,Alone,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,57,1,1.4222834855343744,1,Moderate Spenders
Postgraduate,Partner,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,60,1,0.3902667889360431,0,Low Spenders
Postgraduate,Partner,70091.0,11,964,34,137,15,0,11,2,5,2,10,8,56,1,1.6564180850608494,1,Moderate Spenders
PhD,Partner,78075.0,72,572,8,259,34,35,80,1,3,5,5,1,53,0,1.265449887928274,1,Moderate Spenders
Postgraduate,Alone,59184.0,6,341,142,113,259,151,66,3,6,6,12,5,64,1,1.8113003514463368,1,Moderate Spenders
Undergraduate,Partner,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,48,2,0.3174661095805433,1,Moderate Spenders
Undergraduate,Partner,58113.0,66,221,104,169,102,78,84,3,9,2,8,7,66,1,1.3043553077624628,1,Moderate Spenders
Postgraduate,Partner,51412.0,42,140,3,29,4,5,14,2,3,2,4,4,67,1,0.3792888819730802,0,Low Spenders
Undergraduate,Alone,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,46,1,0.2027866814940799,0,Low Spenders
Postgraduate,Partner,66636.0,64,291,10,689,84,10,0,1,3,4,9,1,68,0,1.626748304219941,1,Moderate Spenders
Postgraduate,Partner,50965.0,87,544,13,85,8,6,29,3,10,4,5,8,69,1,1.3440596487785734,0,Low Spenders
PhD,Partner,84618.0,96,684,100,801,21,66,0,1,6,9,10,2,60,0,1.97593892552412,1,Moderate Spenders
Undergraduate,Partner,18351.0,1,1,12,9,0,14,7,1,2,0,3,7,35,0,0.2343196556045992,0,Low Spenders
PhD,Partner,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,68,2,0.1211342117623791,0,Low Spenders
Undergraduate,Partner,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,60,1,0.3662196767354131,0,Low Spenders
Undergraduate,Partner,42213.0,96,309,3,24,4,3,20,2,5,1,7,7,68,1,0.8599246677563784,0,Low Spenders
Undergraduate,Partner,65748.0,58,172,73,93,95,78,34,2,2,4,10,1,70,1,0.8289225527772708,1,Moderate Spenders
Undergraduate,Partner,77044.0,12,625,38,242,50,34,76,2,7,11,11,4,53,1,1.3823269819843207,1,Moderate Spenders
Undergraduate,Partner,74918.0,78,972,59,913,25,19,59,1,5,9,6,3,56,0,2.732320670599856,1,Moderate Spenders
Undergraduate,Partner,56721.0,64,157,6,39,6,13,75,5,4,1,5,6,53,2,0.5218525766470972,1,Moderate Spenders
Undergraduate,Alone,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,50,2,0.3320683111954459,0,Low Spenders
Undergraduate,Alone,61559.0,8,279,83,88,32,14,34,1,4,2,10,3,60,1,0.8609626537143228,1,Moderate Spenders
PhD,Partner,33629.0,49,132,0,16,0,0,4,5,3,1,4,9,62,2,0.451990841238217,0,Low Spenders
PhD,Partner,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,34,0,2.326664919483999,1,Moderate Spenders
Undergraduate,Alone,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,62,1,0.3316170695523169,0,Low Spenders
Undergraduate,Alone,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,39,1,1.1297539149888145,0,Low Spenders
Undergraduate,Partner,26228.0,50,2,6,4,3,1,9,1,1,0,2,8,52,1,0.095317980783895,0,Low Spenders
Postgraduate,Alone,77297.0,84,408,61,109,48,122,41,1,5,7,9,4,68,0,1.0207381916503877,1,Moderate Spenders
Undergraduate,Partner,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,44,2,0.2163587078162691,0,Low Spenders
PhD,Alone,33438.0,81,62,1,16,3,2,6,4,2,1,4,5,67,2,0.2691548537591961,0,Low Spenders
PhD,Partner,75032.0,74,952,12,180,47,12,12,2,5,4,9,3,66,1,1.6193090947862243,1,Moderate Spenders
PhD,Alone,61284.0,76,618,15,106,20,7,45,1,11,2,8,6,70,0,1.323347040010443,1,Moderate Spenders
Undergraduate,Partner,22518.0,36,11,7,12,2,2,27,2,2,1,2,5,39,1,0.2708943955946354,0,Low Spenders
Postgraduate,Partner,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,50,1,0.7399963456970583,1,Moderate Spenders
Postgraduate,Partner,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,70,2,0.1872464371164048,0,Low Spenders
Undergraduate,Alone,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,54,2,0.4254744377659215,0,Low Spenders
PhD,Partner,38197.0,86,23,0,11,2,1,3,1,1,0,3,5,39,1,0.1047202659894756,0,Low Spenders
Undergraduate,Alone,41986.0,15,27,5,8,8,3,12,3,3,0,4,4,47,1,0.150050016672224,0,Low Spenders
Undergraduate,Partner,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,42,1,0.1829246842790305,0,Low Spenders
PhD,Partner,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,49,1,0.1042920176494183,0,Low Spenders
Undergraduate,Partner,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,54,1,1.2437810945273633,1,Moderate Spenders
Postgraduate,Partner,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,69,1,0.2352983764412025,1,Moderate Spenders
Undergraduate,Partner,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,53,0,1.9209478717640684,1,Moderate Spenders
Undergraduate,Partner,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,36,1,0.1185040605067791,0,Low Spenders
Undergraduate,Alone,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,73,2,0.3437902879243661,0,Low Spenders
Undergraduate,Alone,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,41,1,0.0816898121134321,0,Low Spenders
PhD,Partner,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,58,3,0.1202126578849344,1,Moderate Spenders
Undergraduate,Alone,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,63,1,1.1732616412612236,1,Moderate Spenders
Postgraduate,Partner,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,78,0,1.0772727272727272,1,Moderate Spenders
PhD,Partner,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,47,1,1.2679261640718131,0,Low Spenders
Undergraduate,Alone,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,54,0,0.4624277456647399,0,Low Spenders
Undergraduate,Alone,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,33,1,1.586666666666667,0,Low Spenders
Undergraduate,Partner,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,57,2,0.0518249796401865,0,Low Spenders
PhD,Partner,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,52,1,0.0489548147060263,0,Low Spenders
Undergraduate,Partner,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,50,1,1.4944859152766257,1,Moderate Spenders
PhD,Partner,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,60,0,2.195257899927111,1,Moderate Spenders
Undergraduate,Partner,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,73,2,1.471089822490472,1,Moderate Spenders
PhD,Partner,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,58,1,1.9661548748810536,1,Moderate Spenders
Undergraduate,Partner,74716.0,92,133,27,421,13,195,71,2,7,3,5,4,53,1,1.1510252154826277,1,Moderate Spenders
Undergraduate,Alone,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,62,1,1.3623418186088845,1,Moderate Spenders
PhD,Partner,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,55,2,0.7578229812538526,1,Moderate Spenders
Postgraduate,Partner,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,70,1,0.932160325223909,1,Moderate Spenders
Undergraduate,Partner,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,50,1,0.8639978433751179,1,Moderate Spenders
Undergraduate,Partner,39356.0,21,15,0,2,0,0,6,1,1,0,2,6,49,2,0.0584408984652911,0,Low Spenders
Undergraduate,Partner,76653.0,91,736,63,946,219,189,126,1,4,7,11,2,56,0,2.973138689940381,1,Moderate Spenders
PhD,Alone,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,52,2,0.1366424986056887,0,Low Spenders
PhD,Alone,90687.0,98,982,17,672,23,34,51,1,6,2,8,2,42,0,1.9616924145687915,1,Moderate Spenders
Postgraduate,Partner,73450.0,85,1142,51,415,90,69,37,1,7,8,11,3,43,0,2.456092579986385,1,Moderate Spenders
Undergraduate,Partner,31454.0,40,28,0,11,0,0,9,3,2,0,3,8,65,2,0.1526038023780759,0,Low Spenders
Undergraduate,Alone,47139.0,2,46,0,12,0,2,23,2,2,1,2,7,73,2,0.1760750121979677,0,Low Spenders
Undergraduate,Alone,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,50,0,2.2211883715659257,1,Moderate Spenders
PhD,Partner,53378.0,41,489,6,152,8,6,132,10,9,4,6,8,62,2,1.4856307842182173,1,Moderate Spenders
Undergraduate,Partner,19656.0,94,25,4,9,6,8,32,3,2,1,3,7,55,1,0.4273504273504274,0,Low Spenders
PhD,Partner,45579.0,10,145,1,33,2,1,1,1,4,1,4,6,77,1,0.401500691107747,0,Low Spenders
Postgraduate,Alone,85485.0,73,630,26,611,44,18,54,1,6,6,6,2,67,0,1.6178276890682577,1,Moderate Spenders
Undergraduate,Partner,55956.0,22,760,38,104,50,9,38,2,7,3,4,4,81,0,1.785331331760669,1,Moderate Spenders
Postgraduate,Alone,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,62,1,1.285226900967425,1,Moderate Spenders
Undergraduate,Alone,38808.0,21,125,17,52,3,19,30,4,5,1,4,8,53,1,0.6338899196042054,0,Low Spenders
Postgraduate,Partner,57183.0,51,464,5,64,7,0,70,8,9,1,7,8,59,2,1.066750607698092,1,Moderate Spenders
Postgraduate,Alone,23748.0,97,6,6,29,12,15,8,3,2,1,3,8,57,1,0.3200269496378642,0,Low Spenders
Undergraduate,Partner,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,54,1,1.939580411142784,1,Moderate Spenders
Postgraduate,Partner,37368.0,4,3,2,11,2,2,10,1,1,0,2,6,50,1,0.0802825947334617,0,Low Spenders
Undergraduate,Partner,40800.0,77,24,0,27,8,30,10,2,3,0,3,7,61,3,0.2426470588235294,0,Low Spenders
Undergraduate,Alone,71847.0,95,737,21,106,55,63,210,0,6,7,9,3,47,0,1.6590811028992165,1,Moderate Spenders
Undergraduate,Partner,46149.0,36,254,6,71,4,0,27,5,5,1,7,5,50,1,0.7844156969815164,0,Low Spenders
Undergraduate,Partner,78687.0,13,817,185,687,145,55,241,1,4,6,8,2,42,0,2.70692744671928,1,Moderate Spenders
Postgraduate,Alone,49118.0,90,620,54,239,99,98,119,2,9,7,10,7,54,0,2.5021377091901136,0,Low Spenders
PhD,Partner,37633.0,49,13,4,20,0,0,1,2,1,0,3,9,68,2,0.100975207929211,0,Low Spenders
Postgraduate,Partner,39767.0,18,113,61,204,34,26,47,2,7,1,7,8,74,0,1.2196041944325695,0,Low Spenders
Undergraduate,Partner,26997.0,89,7,23,78,133,49,144,2,4,2,5,7,74,0,1.607586028077194,0,Low Spenders
Undergraduate,Alone,33986.0,43,16,2,18,2,1,5,1,1,0,3,7,55,1,0.1294650738539398,0,Low Spenders
PhD,Partner,57091.0,82,462,0,24,6,0,4,2,9,2,5,7,53,1,0.8687884254961378,1,Moderate Spenders
Postgraduate,Partner,46831.0,84,22,2,10,6,4,34,2,1,2,2,4,56,2,0.166556340885311,0,Low Spenders
Postgraduate,Partner,83151.0,80,968,147,842,137,42,210,1,5,7,10,2,53,0,2.821373164483891,1,Moderate Spenders
Undergraduate,Partner,52531.0,68,283,112,151,51,72,125,2,7,2,10,6,54,0,1.511488454436428,1,Moderate Spenders
Undergraduate,Partner,15759.0,12,1,2,5,6,0,3,1,1,0,2,7,69,0,0.1078748651564185,0,Low Spenders
